ID,問題,難易度,解答,別答,意味,同音異義語用
I2294,【ヨバ】を仮る者は足を労せずして千里を致す,◆５,輿馬,,"👉よばをかるものはあしをろうせずしてせんりをいたす。
他の力を利用することによって、能率よくしかも容易に事をなし得ることのたとえ。〈故事俗信ことわざ大辞典〉
★車や馬に乗って行く者は、足をくたびれさせることもなく千里の遠い道を行くことができる意。
＊『淮南子-主術訓』",ヨバ
I2295,珍事【チュウヨウ】時の過ち,◆５,中夭,,"👉ちんじちゅうようときのあやまち。
思いがけない災難。珍事中夭(ﾁﾝｼﾞﾁｭｳﾖｳ)。〈故事俗信ことわざ大辞典〉
★「中夭」は、災難。転じて、思いがけない珍奇なこと。
＊『浄瑠璃･荒御霊新田神徳-二』",チュウヨウ
I2296,浴は【コウカイ】を必とせず、之が垢を去るを要す,◆５,江海,,"👉よくはこうかいをひつとせず、これがあかをさるをようす。
物事は何も最高でなくとも、必要な条件をみたすことができればそれでよい。〈故事俗信ことわざ大辞典〉
★水浴に必要なのは川や海ほどの大量の水ではなく、垢を落とせるだけの水である意。
＊『史記-外戚世家』",コウカイ
I2297,【シュウキョク】は直を容れず,◆５,衆曲,,"👉しゅうきょくはちょくをいれず。
多数の悪人の中では少数の者の正しい意見や行為は受け入れられない。多数の力となった悪の恐ろしさをいう。〈故事俗信ことわざ大辞典〉
＊『淮南子-説山訓』",シュウキョク
I2298,【シュウシュウ】たる谷風、以て陰（くも）り以て雨降る,◆５,習習,,"👉しゅうしゅうたるこくふう、もってくもりもってあめふる。
やわらかな春風がそよそよと吹いて天が曇り、そしてやがて万物を恵む雨が降ってくる。それと同じように家庭にあっても時には波風の立つこともあろうが、春風のように和気をもっておさめていけば一家も円満に行くものだ。〈故事俗信ことわざ大辞典〉
★「習習」は、風のそよそよと吹くさま。
★「谷風」は、東風、春の風。
＊『詩経-邶風･谷風』",シュウシュウ
I2299,【カンヨウキュウ】も滅ぶ時は滅ぶ,◆５,咸陽宮,,"👉かんようきゅうもほろぶときはほろぶ。
どのように栄えたものでもいつかは必ず滅びる。盛者必衰。〈故事俗信ことわざ大辞典〉
★「咸陽宮」は、秦の始皇帝の壮大な宮殿。
＊『世話詞渡世雀-中』",カンヨウキュウ
I2300,【ヨウダイ】の夢,◆５,陽台,,"👉ようだいのゆめ。
男女の情交。また、そのはかないこと。巫山の雲雨。〈故事俗信ことわざ大辞典〉
★「陽台」は、中国四川省東部、巫山(ﾌｻﾞﾝ)県の城内の北隅にある山。
★陽台の地で、ある夜神女が楚の襄王の夢に現われて契ったという故事による。
＊『李商隠-夜思詩』",ヨウダイ
I2301,暗がり様は【スイサマ】,◆５,粋様,,"👉くらがりさまはすいさま。
暗がりも恋をするものにとっては、またよいものである。〈故事俗信ことわざ大辞典〉
★「粋様」は、男女の情の機微を解し、言動があかぬけている人。
＊『浄瑠璃･末広十二段-三』",スイサマ
I2302,屨（く）賤しく【ヨウ】貴し,◆５,踊,,"👉くいやしくようたっとし。
徳によって治める政治が行なわれず、刑罰が頻繁に行なわれることのたとえ。〈故事俗信ことわざ大辞典〉
★「屨」は、くつ、草履。
★「踊」は、足を切られる刑罰を受けた罪人のはき物。
★踊が高い値で売られるのは、足を断ち切る刖刑(ｹﾞｯｹｲ)という刑罰が盛んに行なわれるしるしであるところからいう。
＊『春秋左伝-昭公三年』",ヨウ
I2303,【ヨウカ】の天,◆５,養花,,"👉ようかのてん。
春雨の降る暖かな時候。花曇りの天気。〈故事俗信ことわざ大辞典〉
＊『陸游-暁過万里橋詩』",ヨウカ
I2304,【ヨウシ】驥尾に付く,◆５,蠅子,蝿子,"👉ようしきびにつく。
愚者が賢人に従って何事かをやりとげることのたとえ。すぐれた人の仕事を見習って励むことを謙遜していう。驥尾に付す。〈故事俗信ことわざ大辞典〉
★蠅(ﾊｴ)は自分には力がないにもかかわらず千里を走る名馬の尾について遠くへ行く意。
＊『仮名草子･可笑記-四』",ヨウシ
I2305,漏甕を奉じて【ショウフ】に沃ぐ,◆５,焦釜,,"👉ろうおうをほうじてしょうふにそそぐ。
一刻を争う危急の場合には手段を選んではいられないということ。一刻を争うことのたとえ。〈新明解故事ことわざ辞典〉
★水がもれるかめまで使って、こげている釜に水をかける意から。
＊『史記-田敬仲完世家』",ショウフ
I2306,【ヨクキ】の楽しみ,◆５,浴沂,,"👉よくきのたのしみ。
門人を連れて郊外に遊ぶ楽しみ。悠々自適のたとえ。沂に浴し舞雩(ﾌﾞｳ)に風し詠じて帰らん。〈新大字典〉
★「沂」は、沂水(ｷｽｲ)。川の名。温泉の地と伝えられる。
★沂水のほとりに遊び、温泉に入り、祭場(舞雩:天を祭り雨を祈る所)の樹陰で涼み、歌を詠じて帰ってこようという意。
＊『論語-先進』",ヨクキ
I2307,【ヨクシャ】の色,◆５,欲炙,,"👉よくしゃのいろ。
物欲しそうなようす。炙(ｼｬ)を欲(ﾎｯ)する色。〈新明解故事ことわざ辞典〉
＊『世説新語-徳行』",ヨクシャ
I2308,【ランヨク】の恩,◆５,卵翼,,"👉らんよくのおん。
小さな時から育てられた恩。〈故事俗信ことわざ大辞典〉
★「卵翼」は、親鳥が卵をかえし、雛を育てること。転じて、親が子を育てること。
＊『春秋左伝-哀公一六年』",ランヨク
I2309,兎糸【ジョラ】に付く,◆５,"女羅
女蘿",,"👉としじょらにつく。
男女の結合、結婚のたとえ。〈故事俗信ことわざ大辞典〉
★「菟糸･莵糸･兎糸･兔糸」は、根無し葛。
★「女羅」は、猿麻桛(ｻﾙｵｶﾞｾ)。
★根無し葛(ｶｽﾞﾗ)のつるが、サルオガセに巻きつく意。
＊『古詩十九首-其八』",ジョラ
I2310,【ラフ】の夢,◆５,羅浮,,"👉らふのゆめ。
羅浮山麓の梅林の中で見る夢。転じて、梅の花のことをもいう。〈故事俗信ことわざ大辞典〉
★「羅浮」は、中国広東省広州市の東、増城、博羅の県界にある山。東海からただよってきた浮山が、羅山と合体してできたと伝えられ、山麓は梅の名所として知られる。
★隋の趙師雄が羅浮の山麓で、夢に梅の精である美人に会ったという故事による。
＊『龍城録-趙師雄酔憩梅花下』",ラフ
I2311,【フウウシンライ】は天地の御政事,◆５,風雨震雷,,"👉ふううしんらいはてんちのごせいじ。
大風･洪水･地震･雷などの天変地異は天地のなす所で、人力では防止することができない。〈故事俗信ことわざ大辞典〉
＊不明",フウウシンライ
I2312,缾（へい）の罄（つ）くるは維【ライ】の恥,◆５,罍,,"👉へいのつくるはこれらいのはじ。
援助すべき立場のものが、それをできないのは恥である。〈故事俗信ことわざ大辞典〉
★「缾」「罍」ともに酒を盛る器。小さいのを「缾」、大きいのを「罍」といい、缾は罍から酒を受ける。「缾」と「罍」の小と大の関係を、君臣、父子、貧富などさまざまな関係にたとえて用いる。
★缾に酒がなくなるのは罍からの補給が乏しいためで、それは罍の恥である意。
＊『詩経-小雅･蓼莪』",ライ
I2313,【フウ】呉江に落つ,◆５,楓,,"👉ふうごこうにおつ。
実際に見てみると、以前に聞いて評価していたよりも劣って見えるものだ。〈故事俗信ことわざ大辞典〉
★「楓」は、マンサク科の落葉高木。
★唐の鄭世翼が崔信明の「楓落呉江冷」の句を聞いて感心していたが、本人に会ったとき他の詩を見せてもらったところ、意外につまらない作品ばかりだったので、実際は名声ほどではないといったという故事による。
＊『新唐書-崔信明伝』",フウ
I2314,芝蘭玉樹【テイカイ】に生ず,◆５,庭階,,"👉しらんぎょくじゅていかいにしょうず。
一門から優秀な子弟を多く世に出すことのたとえ。〈故事俗信ことわざ大辞典〉
★香りのよい草や美しい木が庭へおりる階段の近くに生える意。
＊『晉書-謝玄伝』",テイカイ
I2315,罰も【リショウ】もある,◆５,利生,,"👉ばつもりしょうある。
罰を与えることも恵みを与えることもある。きびしさもあり、やさしさもある。〈故事俗信ことわざ大辞典〉
★「罰」は、罪やあやまちに対するこらしめ。
★「利生」は、仏菩薩の恵み。
＊『太郎坊〈幸田露伴〉』",リショウ
I2316,一寸の光陰は【シャリ】の金,◆５,沙裏,,"👉いっすんのこういんはしゃりのきん。
わずかな時間でも、砂の中に見出した金のように、たいせつにしなくてはいけない。時は金なり。〈故事俗信ことわざ大辞典〉
★「沙裏」は、砂の中。
＊『世阿弥筆本謡曲･盛久』",シャリ
I2317,【テイモン】雪に立つ,◆５,程門,,"👉ていもんゆきにたつ。
弟子が師を重んずる心の篤いこと、道を求めるに熱心なこと。〈故事俗信ことわざ大辞典〉
★中国の宋代、游酢(ﾕｳｿ･ﾕｳｻｸ)と楊時(ﾖｳｼﾞ)とが初めて師の程頤(ﾃｲｲ)に会ったとき、頤が目をつぶって座っていたので、二人は黙ってそばに立ってひかえていた。師が目を開いて二人に退出を命じた時には、門外の雪が一尺も積もっていたという故事による。
＊『朱子語類』",テイモン
I2318,【キョウショ】の律,◆５,挟書,,"👉きょうしょのりつ。
中国、秦の始皇帝の時、民間で書物を所蔵するのを禁じた法律。医薬、卜筮(ﾎﾞｸｾﾞｲ)、種樹の書以外の書物を蔵することを禁じ、もしこれを犯す者はその一族を滅した。〈故事俗信ことわざ大辞典〉
★「挟」は、蔵の意。
＊『漢書-恵帝紀』",キョウショ
I2319,白刃前に交われば【リュウシ】を顧みず,◆５,流矢,,"👉はくじんまえにまじわればりゅうしをかえりみず。
大難が起こった時には小難を顧みるいとまがないというたとえ。〈故事俗信ことわざ大辞典〉
★敵の刀が目の前にある時には、流れ矢に注意している余裕はない意。
＊『宋書-袁顗伝』",リュウシ
