ID,問題,指定,語群,難易度,解答,問題熟語の意味,解答熟語の意味
H0870,【応答】,≒,"じんきく
しゅうさく
いんじょう",◆３,"酬酢
酬醋","▼【応答】オウトウ
相手の問いかけに答えること。受け答え。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔酬酢／酬醋〕シュウサク
1.主人と客が互いに酒杯のやりとりをすること。献酬。また、詩文を応酬すること。
2.応対すること。〈日本国語大辞典〉
◇漢字ペディア小見出し"
H0871,【乙第】,≒,"べっしょ
へいてい
そんじょう",◆３,別墅,"▼【乙第】オツダイ
1.本邸を甲第というのに対して別邸をいう。しもやしき。
2.中国での官吏登用試験である科挙に合格した者の成績の第二等級。〈日本国語大辞典〉","▼〔別墅〕ベッショ
本宅以外の郊外に設けた家。≒別荘〈漢字ペディア〉
◇漢字ペディア大見出し"
H0872,【下舂】,≒,"きゅうもく
しょっけい
ほじ",◆３,餔時,"▼【下舂】カショウ
日のうすづくこと。夕日の沈もうとする頃。ひぐれ。日没。〈日本国語大辞典〉","▼〔餔時〕ホジ
日暮れ時。申(ｻﾙ)の刻。現在の午後四時頃。また、夕食時。〈日本国語大辞典〉
◇漢字ペディア小見出し"
H0873,【化野】,≒,"さんまい
そんしょ
たいきん",◆３,三昧,"▼【化野／徒野／仇野】あだしの
1.京都市の小倉山のふもとにある野。平安時代に、火葬場があった。
2.火葬場･墓場。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔三昧〕サンマイ
1.(仏)心を集中し、雑念や妄想をはらうこと。
2.「三昧場(サンマイば:僧が中にこもって死者の冥福を祈るため、墓の近くに設ける堂)」の略。墓地。火葬場。
3.「…三昧(ｻﾞﾝﾏｲ)」の形で、ある物事に熱中したり、心がそればかりに傾いたりするさまをいう。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0874,【嫁期】,≒,"とうよう
たいれい
てんかん",◆３,桃夭,"▼【嫁期】カキ
女が嫁に行く年ごろ。婚期。〈日本国語大辞典〉","▼〔桃夭〕トウヨウ
婚嫁の時期。よめいりどき。嫁期。また、若く美しい女性。〈日本国語大辞典〉
★嫁ぐ若い女性の美しさを桃のみずみずしさにたとえた語。
◇漢字ペディア下付き"
H0875,【駕御】,≒,"けいこう
ぼうもん
せんげ",◆３,磬控,"▼【駕御／駕馭】ガギョ
1.馬を自由に使いこなすこと。
2.思いのままに人を使うこと。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔磬控〕ケイコウ
馬を速く走らせたり、とどめたりすること。馬を自由に乗りこなすこと。〈日本国語大辞典〉
◇漢字ペディア小見出し"
H0876,【海容】,≒,"おんこう
かじょう
かんじょ",◆３,寛恕,"▼【海容】カイヨウ
 (海が広くて何物でも受け容(ｲ)れるように) 寛大な心で相手の罪やあやまちを許すこと。現代ではほとんど書簡の用語となっている。海恕。〈日本国語大辞典〉
◇漢字ペディア大見出し","▼〔寛恕〕カンジョ
1.あやまち･罪などをとがめずに許すこと。
2.心がひろく思いやりがあること。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0877,【皆無】,≒,"せんぜつ
うゆう
かんきゃく",◆３,烏有,"▼【皆無】カイム
全然ないこと。まったくないこと。ゼロ。≒絶無〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔烏有〕ウユウ
何もないこと。≒皆無〈漢字ペディア〉
★烏(ｲｽﾞｸ)んぞ有らんや（どうしてあるだろうか）の意。
◇漢字ペディア大見出し"
H0878,【開山】,≒,"びそ
ひうん
ひき",◆３,鼻祖,"▼【開山】カイサン
1.(仏)寺院を開創した僧。また、宗派の開祖。山を開いて堂宇を創建したことから。≒宗祖･祖師
2.物事の創始者。≒元祖〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔鼻祖〕ビソ
物事を最初に始めた人。始祖。元祖。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0879,【革職】,≒,"どうしゅう
すいこく
めんちゅつ",◆３,免黜,"▼【革職】カクショク
低い地位に下げること。職を免じること。地位を下げること。免職。免官。〈日本国語大辞典〉","▼〔免黜〕メンチュツ
官職をやめさせ、地位から退けること。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0880,【蒲柳】,≒,"けいけん
るいじゃく
あだ",◆３,羸弱,"▼【蒲柳】ホリュウ
1.カワヤナギの別称。
2.カワヤナギの弱々しい性質から、体質が弱いこと。≒虚弱〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔羸弱〕ルイジャク
体が弱いこと。また、疲労で衰弱すること。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0881,【管城子】,≒,"もうえい
けんれい
のうすい",◆３,"毛穎
毛頴","▼【管城子】カンジョウシ
筆の異称。かんじょうす。かんじょう。〈日本国語大辞典〉
★韓愈が筆を擬人化して毛穎(ﾓｳｴｲ)と名づけ、架空の「毛穎伝」を作り、その中で毛穎が秦の始皇帝によって管城に封じられ、管城子と号したと述べたことによる。毛穎（毛の先）が束ねられ、管（筆の軸）に入れられて筆になる意を寓したもの。 ","▼〔毛穎〕モウエイ
筆の別称。〈漢字ペディア〉
★「穎」は、とがった穂先の意。
◇漢字ペディア大見出し"
H0882,【翰墨】,≒,"ちゅうちょう
そうとつ
けいぶん",◆３,奎文,"▼【翰墨】カンボク
1.筆と墨。
2.書画・詩文を書くこと。また、その書画･詩文。
3.広く文学に関係すること。
◇漢字ペディア大見出し","▼〔奎文〕ケイブン
文学･文章のこと。〈漢字ペディア〉
★「奎」は、文運をつかさどる星。
◇漢字ペディア大見出し"
H0883,【間者】,≒,"さいさく
ひょうじん
こうてん",◆３,細作,"▼【間者】カンジャ
ひそかに敵のようすを探る者。まわしもの。スパイ。間諜。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔細作〕サイサク
しのびの者。スパイ。≒間諜、間者〈漢字ペディア〉
◇漢字ペディア大見出し"
H0884,【雁帛】,≒,"ちょせんせい
ようへい
りそ",◆３,鯉素,"▼【雁帛】ガンパク
手紙。音信。雁書。〈日本国語大辞典〉
★漢の蘇武(ｿﾌﾞ)が匈奴(ｷｮｳﾄﾞ)から雁の足に手紙を結び付けて都へ、無事を知らせた故事から。「帛」は、白い絹。
◇漢字ペディア下付き","▼〔鯉素〕リソ
「鯉魚尺素(ﾘｷﾞｮｾｷｿ)」の略。手紙のこと。〈漢字海〉
◇漢字ペディア小見出し"
H0885,【旗鼓】,≒,"げいせい
したつ
しりょ",◆３,師旅,"▼【旗鼓】キコ
1.軍旗と、軍の進退の合図として用いられた太鼓。
2.軍隊。軍勢。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔師旅〕シリョ
軍隊。〈漢字ペディア〉
★古代中国の軍隊組織で、五百人を「旅」といい、五旅を「師」といったことから。
◇漢字ペディア大見出し"
H0886,【既望】,≒,"せいはく
だい
かんろく",◆３,生魄,"▼【既望】キボウ
陰暦一六日の夜。また、その夜の月。いざよい。特に、八月一六日にいう。〈漢字ペディア〉
★「望」は、十五夜の満月で、既にそれを過ぎた意。
◇漢字ペディア大見出し","▼〔生魄〕セイハク
1.陰暦の一六日の月。既望(ｷﾎﾞｳ)。また、陰暦の一六日。死魄に対していう語。
2.生霊をいう。たましい。〈日本国語大辞典〉
★「魄」は、月の暗い部分の意。
◇漢字ペディア下付き"
H0887,【機警】,≒,"かっこ
てんげん
そうびん",◆３,聡敏,"▼【機警】キケイ
その場に応じてはたらく才能があること。機知があってかしこいさま。機慧。〈日本国語大辞典〉
◇漢字ペディア下付き","▼〔聡敏〕ソウビン
かしこくて物事の理解が早いこと。ものわかりがよいこと。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0888,【軌範】,≒,"ぎひょう
げんちょく
てっぷ",◆３,儀表,"▼【軌範／規範】キハン
行為･判断などの基準や手本。≒模範〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔儀表〕ギヒョウ
手本。模範。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0889,【亀鑑】,≒,"じゅんじょう
はいぜい
へいかい",◆３,準縄,"▼【亀鑑】キカン
行為や判断の基準となる模範。手本。見本。≒亀鏡(ｷｹｲ･ｷｷｮｳ)〈漢字ペディア〉
★亀は昔、その甲を焼いて吉凶を判断したもの、鑑は鏡の意。
◇漢字ペディア大見出し","▼〔準縄〕ジュンジョウ
規則。手本。おきて。〈漢字ペディア〉
★水平を定める水盛と、直線を引く墨縄の意から。
◇漢字ペディア大見出し"
H0890,【客思】,≒,"しりょ
たんかい
きしゅう",◆３,"羇愁
羈愁","▼【客思】カクシ／キャクシ
遠く異郷にあってふるさとをしのぶ心。旅先での思い。〈日本国語大辞典〉","▼〔羇愁／羈愁〕キシュウ
旅で感じるわびしさ。旅のうれい。≒旅愁、羈思、客思、客愁〈漢字ペディア〉
◇漢字ペディア大見出し"
H0891,【牛馬走】,≒,"びく
ていふつ
れんよく",◆３,微軀,"▼【牛馬走】ギュウバソウ
自分のことを謙遜していう語。〈日本国語大辞典〉★牛や馬の世話をするしもべの意から。","▼〔微軀〕ビク
いやしい体。つまらぬ身。自分を謙遜していう語。〈漢字ペディア〉
◇漢字ペディア大見出し"
H0892,【巨擘】,≒,"はくび
せんごう
しゅとく",◆３,白眉,"▼【巨擘】キョハク
1.親指。
2.集団の中で、特に目立ってすぐれた人。かしらの人。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔白眉〕ハクビ
多くの人の中で最もすぐれた人のたとえ。〈漢字ペディア〉
★蜀の馬氏の五人兄弟はそろって秀才だったが、特に長兄の馬良は最もすぐれた人物でその眉毛に白毛があったという故事から。
◇漢字ペディア大見出し"
H0893,【京師】,≒,"こっか
きょすい
じれん",◆３,轂下,"▼【京師】ケイシ
天子の住むみやこ。帝都。京都。≒京邑〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔轂下〕コッカ
┌天子の御車のもと。転じて、天皇のひざ元。また、宮城のある土地。帝都。首都。〈日本国語大辞典〉
┌天子のひざもと。宮城のある地。帝都。首都。輦下(ﾚﾝｶ)。〈大辞泉〉
◇漢字ペディア小見出し"
H0894,【胸膈】,≒,"しょくげん
きんたい
ほうすん",◆３,方寸,"▼【胸膈】キョウカク
1.胸と腹との間。また、胸部。
2.転じて、胸中。気持ち。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔方寸〕ホウスン
1.一寸四方。転じて、非常に狭い所。
2.胸の内。心中。〈漢字ペディア〉
★心は胸中方一寸の間にあるとするところから。
◇漢字ペディア大見出し"
H0895,【饗応】,≒,"けいしょ
ふうばぎゅう
こうしん",◆３,鶏黍,"▼【饗応／供応】キョウオウ
酒や食事などでもてなすこと。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔鶏黍〕ケイショ
鶏(ﾆﾜﾄﾘ)の肉を羹(ｱﾂﾓﾉ)とし、黍(ｷﾋﾞ)を炊いて飯とすること。多く、客をもてなすことにいう語。饗応。〈日本国語大辞典〉
◇漢字ペディア大見出し"
H0896,【玉音】,≒,"しゅんそく
ばんけい
しりん",◆３,糸綸,"▼【玉音】ギョクオン／ギョクイン
1.天皇の言葉の敬称。
2.澄んだ清らかな音。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔糸綸〕シリン
みことのり。天子のことば。綸言。綸旨。〈日本国語大辞典〉
★礼記「緇衣」の「王の言は糸の如く、其の出づるや綸の如し」から。
◇漢字ペディア小見出し"
H0897,【禁闕】,≒,"せいさ
さいもん
かんぎょく",◆３,青瑣,"▼【禁闕】キンケツ
皇居の門。禁門。また、皇居。御所。禁中。禁裏。金闕。〈日本国語大辞典〉
◇漢字ペディア下付き","▼〔青瑣〕セイサ
1.経机や門扉などの装飾的なくりぬきの内側を緑青(ﾛｸｼｮｳ)でぬったもの。
2.中国で天子の宮殿の門。〈漢字ペディア〉
◇漢字ペディア大見出し"
