ID,難易度,四字熟語,読み,別読み,問題,問題読み,解答,別答,解答読み,出典,意味
D1380,◆３,面壁九年,めんぺきくねん,,九年,くねん,面壁,,めんぺき,＊『景徳伝灯録-三』,"➡面壁九年（めんぺきくねん）
長い間一つのことに忍耐強く専心して成し遂げるたとえ。長い間あることに苦しみ、専心するたとえ。〈漢字ペディア〉
★中国南北朝時代、達磨(ﾀﾞﾙﾏ)大師が嵩山(ｽｳｻﾞﾝ)の少林寺で九年間、壁に向かって座禅を組み続け、ついに悟りを開いたという故事から。
類：九年面壁（くねんめんぺき）"
D1381,◆３,奔南狩北,ほんなんしゅほく,,奔南,ほんなん,狩北,,しゅほく,＊『鄭思肖-春日偶成･詩』,"➡奔南狩北（ほんなんしゅほく）
天子が難を避けて、南に北に逃げること。〈漢字ペディア〉
★「奔」は、逃げる意。
★「狩」は、狩りの意だが、天子が逃げまわることをはばかっていう。"
D1382,◆３,墨名儒行,ぼくめいじゅこう,,儒行,じゅこう,墨名,,ぼくめい,＊『韓愈-送浮屠文暢師序』,"➡墨名儒行（ぼくめいじゅこう）
表向きの主義や主張と実際の行動とが違っているたとえ。〈漢字ペディア〉
★表面は墨家(ﾎﾞｯｶ)と言いながら、実際には儒家の行いをしている意。
★墨家と儒家は、中国、戦国時代に激しく対立した思想学派。"
D1383,◆３,墨子泣糸,ぼくしきゅうし,,墨子,ぼくし,泣糸,,きゅうし,＊『淮南子-説林訓』,"➡墨子泣糸（ぼくしきゅうし）
人は習慣や他人の影響などによって善にも悪にもなるたとえ。〈漢検四字熟語辞典〉
★「墨子」は、中国戦国時代の思想家墨翟(ﾎﾞｸﾃｷ)のこと。
★墨子は白い糸が染料によって黄色にも黒にもなるのを見て、物事は何を選択するかで結果が大きく分かれ戻ることができないことを嘆いて涙を流した故事による。
「墨子糸に泣く」
類：潜移黙化（せんいもくか）／類：水随方円（すいずいほうえん）／類：哭岐泣練（こくききゅうれん）／類：墨子悲染（ぼくしひせん）／類：楊朱泣岐（ようしゅきゅうき）／類：南橘北枳（なんきつほくき）／類：楊子岐泣（ようしききゅう）"
D1384,◆３,母猿断腸,ぼえんだんちょう,,断腸,だんちょう,母猿,,ぼえん,＊『世説新語-黜免』,"➡母猿断腸（ぼえんだんちょう）
腸(ﾊﾗﾜﾀ)がちぎれるような激しい悲しみや苦しみのこと。〈漢検四字熟語辞典〉
★中国東晋の桓温(ｶﾝｵﾝ)が蜀を攻め、三峡(ｻﾝｷｮｳ)に船で差し掛かったとき、兵士が子猿をつかまえ連れてきてしまった。母猿は激しく泣きながら船を追い、やっと追い付き船に飛び込んだが息絶えた。桓公は怒ってその兵士を罰したという故事から。
類：九腸寸断（きゅうちょうすんだん）／類：断腸之思（だんちょうのおもい）
「母猿(ﾎﾞｴﾝ)腸を断ず」"
D1385,◆３,望文生義,ぼうぶんせいぎ,,望文,ぼうぶん,生義,,せいぎ,＊『張之洞-輶軒語･語学』,"➡望文生義（ぼうぶんせいぎ）
文章や語句の意味を考えずに、前後の関係から推定してもっともらしく解釈すること。〈漢字ペディア〉
★「文を望みて義を生ず」"
D1386,◆３,望聞問切,ぼうぶんもんせつ,,望聞,ぼうぶん,問切,,もんせつ,＊『難経-六一難』,"➡望聞問切（ぼうぶんもんせつ）
医師が診察するうえでの大事な四つの方法。〈漢字ペディア〉
★「望」は、目で察する。
★「聞」は、耳で判断する。
★「問」は、言葉で問う。
★「切」は、指でさする。"
D1387,◆３,忘恩負義,ぼうおんふぎ,,忘恩,ぼうおん,負義,,ふぎ,＊『楊顕之-酷寒亭･楔子』,"➡忘恩負義（ぼうおんふぎ）
受けた恩を忘れ、道義に背く行いをすること。〈漢字ペディア〉
★「負」は、そむく意。
類：得魚忘筌（とくぎょぼうせん）／類：鳥尽弓蔵（ちょうじんきゅうぞう）／類：兎死狗烹（としくほう）
「恩を忘れ義に負(ｿﾑ)く」"
D1388,◆３,褒衣博帯,ほういはくたい,,博帯,はくたい,褒衣,,ほうい,＊『漢書-雋不疑伝』,"➡褒衣博帯（ほういはくたい）
儒者の着る、袖が広い衣服と、幅の広い帯。〈漢辞海〉
★「褒衣」は、裾の広い服。"
D1389,◆３,縫衣浅帯,ほういせんたい,,浅帯,せんたい,縫衣,逢衣,ほうい,＊『荘子-盗跖』,"➡縫衣浅帯／逢衣浅帯（ほういせんたい）
学者や文人のこと。〈漢字ペディア〉
★「縫衣」は、縫腋(ﾎｳｴｷ)のことで、袖の下から両わきを縫いつけた服。
★「浅帯」は、広い帯。帯が広いと服に食い込むのが浅いことからいうが、諸説ある。
類：褒衣博帯（ほういはくたい）／類：逢掖之衣（ほうえきのい）／類：方領矩歩（ほうりょうくほ）"
D1390,◆３,碧血丹心,へきけつたんしん,,丹心,たんしん,碧血,,へきけつ,＊『不明』,"➡碧血丹心（へきけつたんしん）
きわめて強い忠誠心のこと。
★「丹心」は、真心の意。赤心。
★中国周代の楽官、萇弘(チョウコウ)は、主君を諫めて追放され、郷里の蜀に戻ったのち、自刃した。蜀の人々が哀れに思い、その血を器に入れておいたところ、三年後、それが美しい碧玉(青く美しい宝玉)になったという故事から。
類：丹石之心（たんせきのこころ）"
D1391,◆３,閉明塞聡,へいめいそくそう,,閉明,へいめい,塞聡,,そくそう,＊『論衡-自紀』,"➡閉明塞聡（へいめいそくそう）
世間の事物と接触を断ち切る。また、現実から逃避すること。〈漢検四字熟語辞典〉
★世間の出来事や物事から目をつむり（閉明）、耳をふさいで（塞聡）関係を持たないことをいう。
類：閉目塞聴（へいもくそくちょう）
「明(ﾒｲ)を閉じ聡(ｿｳ)を塞(ﾌｻ)ぐ」"
D1392,◆３,分崩離析,ぶんぽうりせき,,分崩,ぶんぽう,離析,,りせき,＊『論語-季氏』,"➡分崩離析（ぶんぽうりせき）
組織などが崩壊し、ばらばらになること。〈漢字ペディア〉
★「分崩」は、ばらばらに崩れること。
★「離析」は、離れ別れる、ばらばらになる、分裂すること。
類：四分五裂（しぶんごれつ）"
D1393,◆３,不買美田,ふばいびでん,,不買,ふばい,美田,,びでん,＊『北宋真宗-勧学･詩』,"➡不買美田（ふばいびでん）
子孫を甘やかし安楽な生活をさせるような財産を残さないこと。〈漢検四字熟語辞典〉
★肥えた田んぼ（美田）を買わない意。子孫のために財産を残すと、子孫の精神が安逸に流れやすいからそうしない。ということ
「児孫の為に」"
D1394,◆３,物換星移,ぶっかんせいい,,物換,ぶっかん,星移,,せいい,＊『王勃-滕王閣詩』,"➡物換星移（ぶっかんせいい）
世の中が移り変わり、歳月が過ぎること。
★「物換」は、物事が変わること。
★「星移」は、歳月が過ぎる意。
「物換わり星移る」"
D1395,◆３,風月玄度,ふうげつげんたく,,風月,ふうげつ,玄度,,げんたく,＊『世説新語-言語』,"➡風月玄度（ふうげつげんたく）
友人と長い間会っていないたとえ。また、高潔な人のたとえ。〈漢字ペディア〉
★「玄度」は、許詢(ｷｮｼﾞｭﾝ)の字(ｱｻﾞﾅ)。
★中国、晋の劉惔(ﾘｭｳｴﾝ)が「清々しい風が吹き、明月の美しい夜になると、友人の許詢を思い出す」と語ったという故事から。劉惔も許詢も清談の名人だった。"
D1396,◆３,豹死留皮,ひょうしりゅうひ,,留皮,りゅうひ,豹死,,ひょうし,＊『新五代史-王彦章伝』,"➡豹死留皮（ひょうしりゅうひ）
死後に功名を残すたとえ。〈漢検四字熟語辞典〉
★豹は死んで、その美しい毛皮を残す意。人が生前に功績をあげ、死後に名声を残すことにたとえる。
類：垂名竹帛（すいめいちくはく）
「豹は死して皮を留(ﾄﾄﾞ)む」"
D1397,◆３,微妙玄通,びみょうげんつう,,微妙,びみょう,玄通,,げんつう,＊『老子-一五章』,"➡微妙玄通（びみょうげんつう）
物事の真理を知ること。〈漢検四字熟語辞典〉
★「微妙」は、深淵で知りがたいさま、高尚深淵なこと。
★「玄通」は、奥深い道理に通ずること。"
D1398,◆３,被堅執鋭,ひけんしつえい,ひけんしゅうえい,被堅,ひけん,執鋭,,しつえい,＊『戦国策-楚策』,"➡被堅執鋭／披堅執鋭（ひけんしつえい／ひけんしゅうえい）
完全武装すること。〈漢検四字熟語辞典〉
★「被堅」は、堅い鎧を身につけること。
★「執鋭」は、鋭い刃剣を持つこと。また、そのようにして戦うこと。
「堅(ｹﾝ)を被(ｺｳﾑ)り鋭(ｴｲ)を執(ﾄ)る」"
D1399,◆３,被褐懐玉,ひかつかいぎょく,,懐玉,かいぎょく,被褐,,ひかつ,＊『老子-七〇章』,"➡被褐懐玉（ひかつかいぎょく）
見かけは粗末だが、内にはりっぱな徳を備えているたとえ。〈漢字ペディア〉
★「褐」は、貧しい人が着る粗末な衣服。
★粗末な衣服をまといながら、懐(ﾌﾄｺﾛ)に玉を隠している意から。
「褐(ｶﾂ)を被(ｺｳﾑ)り玉(ﾀﾏ)を懐(ｲﾀﾞ)く」
類：自己韜晦（じことうかい）／類：大智不智（だいちふち）／類：韜光晦迹（とうこうかいせき）／類：被褐懐宝（ひかつかいほう）"
D1400,◆３,美意延年,びいえんねん,,延年,えんねん,美意,,びい,＊『荀子-致士』,"➡美意延年（びいえんねん）
何の心配事もなく気分が楽しければ、長生きできるということ。〈漢検四字熟語辞典〉
★「美意」は、意(ｺｺﾛ)を美(ﾀﾉｼ)む意で、心配事がなく楽しいさま。
★「延年」は、長生きをすること。
「美意、年を延ばす」"
D1401,◆３,反首抜舎,はんしゅばっしゃ,,反首,はんしゅ,抜舎,,ばっしゃ,＊『春秋左氏伝-僖公十五年』,"➡反首抜舎（はんしゅばっしゃ）
哀れな姿になって野宿すること。〈漢検四字熟語辞典〉
★「反首」は、髪の毛を振り乱して垂らした哀れな姿のこと。
★「抜舎」は、野宿すること。"
D1402,◆３,万古長青,ばんこちょうせい,,万古,ばんこ,長青,,ちょうせい,＊『不明』,"➡万古長青（ばんこちょうせい）
良い関係がいつまでも続くこと。〈漢検四字熟語辞典〉
★「長青」は、松の葉が青々としていつまでも色褪せないこと。
類：万古長春（ばんこちょうしゅん）／類：万古不易（ばんこふえき）"
D1403,◆３,破釜沈船,はふちんせん,,沈船,ちんせん,破釜,,はふ,＊『史記-項羽紀』,"➡破釜沈船（はふちんせん）
戦争に行くにあたって、生きて帰ろうと思わず、決死の覚悟をすること。〈漢字ペディア〉
★出陣に際し、炊事用の釜(ｶﾏ)を打ち壊し、船を沈め、退路を断つということ。
類：背水之陣（はいすいのじん）
「釜を破り船を沈む」"
D1404,◆３,白璧断獄,はくへきだんごく,,白璧,はくへき,断獄,,だんごく,＊『瑯琊代酔編』,"➡白璧断獄（はくへきだんごく）
罪の疑わしいものは許し、賞の疑わしい者には賞を与える判決。〈漢検四字熟語辞典〉
★「断獄」は、罪人を裁くこと。裁判。
★全く同じように見える二つの白璧(白い玉)が、見る方向を変えて見ると、一つはもう一つの倍の厚さに見えるということを聞いて、訴えを裁いたこと。"
D1405,◆３,薄物細故,はくぶつさいこ,,薄物,はくぶつ,細故,,さいこ,＊『史記-匈奴伝』,"➡薄物細故（はくぶつさいこ）
些細な物事。役に立たないもの。〈漢字ペディア〉
★「薄物」と「細故」は、取るに足りない些細な物事の意。"
D1406,◆３,白眉最良,はくびさいりょう,,最良,さいりょう,白眉,,はくび,＊『三国志-蜀書･馬良伝』,"➡白眉最良（はくびさいりょう）
多くの中で一番すぐれているもののこと。〈漢検四字熟語辞典〉
★中国三国時代、蜀の馬氏の五人兄弟は皆優秀な人物であったが、中でも馬良(ﾊﾞﾘｮｳ)は一際すぐれていた。その馬良の眉に幼い時から白い毛が生えていたので、人々から「馬氏五常、白眉最良」といわれたという故事から。
類：馬氏五常（ばしごじょう）／類：馬良白眉（ばりょうはくび）"
D1407,◆３,白兎赤烏,はくとせきう,,白兎,はくと,赤烏,,せきう,＊『白居易-勧酒･詩』,"➡白兎赤烏／白兔赤烏（はくとせきう）
時間のこと。〈漢検四字熟語辞典〉
★「白兎」は、月に兎がいるという伝説から月をいう。
★「赤烏」は、太陽の中に三本足の烏がいるという伝説から太陽(日)のことをいう。
★月日ということから時間の意とする。"
