ID,問題,語群,難易度,解答,別答,出典,意味,四字熟語,ハイライト
E0696,危険を冒して大きな利益を得る。,"[得隴]望蜀
[鏃礪]括羽
[一擲]千金
[探驪]獲珠",◆３,たんり,,＊『荘子-列禦寇』,"探驪獲珠（たんりかくしゅ）
★「驪」は、驪竜のこと。黒色の竜。この竜の頷下には珠玉があるとされる。
類：探驪得珠（たんりとくしゅ）
類：驪竜之珠（りりょうのたま）
類：頷下之珠（がんかのたま）
「驪(ﾘ)を探(ｻｸﾞ)って珠(ｼｭ)を獲(ｳ)」",探驪獲珠,探驪
E0697,戦略、陣容ともに整っていること。,"中権[後勁]
[伏寇]在側
[越俎]代庖
大貉[小貉]",◆３,こうけい,,＊『春秋左氏伝-宣公一二年』,"中権後勁（ちゅうけんこうけい）
★「中権」は、中央の軍に将軍がいて計略を巡らすこと。権は、はかりごと。
★「後勁」は、後方にいる強い軍勢のこと。
「中(ﾅｶ)は権(ｹﾝ)して、後(ｱﾄ)は勁(ﾂﾖ)し」",中権後勁,後勁
E0698,高潔な節操をいう。,"危言[覈論]
浮花[浪蕊]
中権[後勁]
仲連[蹈海]",◆３,とうかい,,＊『蒙求-仲連蹈海』,"仲連蹈海（ちゅうれんとうかい）
★「仲連」は、中国戦国時代の斉の人。清廉で拘束を好まない性質で仕官しなかった。
★「蹈海」は、海に身を投げて死ぬこと。
★魯仲連(ﾛﾁｭｳﾚﾝ)は趙(ﾁｮｳ)の国に行き秦(ｼﾝ)軍に囲まれたとき、秦は非道の国でそのような秦が帝となって天下を統一することがあれば、自分は潔く東海に身を投げて死んでしまおうと言った故事。",仲連蹈海,蹈海
E0699,正しい基準に則って人材を登用する。,"[井渫]不食
仲連[蹈海]
衆口[鑠金]
[黜陟]幽明",◆３,ちゅっちょく,,＊『書経-舜典』,"黜陟幽明（ちゅっちょくゆうめい）
★「黜陟」は、退けることと官位を引き上げること。
★「幽明」は、暗愚と賢明の意。
★暗愚な者を退け、賢明な者を登用するということから。
類：適材適所（てきざいてきしょ）
類：量才取用（りょうさいしゅよう）
類：量才録用（りょうさいろくよう）
「幽明を黜陟(ﾁｭｯﾁｮｸ)す」",黜陟幽明,黜陟
E0700,ありふれた平凡な人のたとえ。,"[楚材]晋用
張王[李趙]
[槐門]棘路
蒼蠅[驥尾]",◆３,りちょう,,＊『曲洧旧聞･七』,"張王李趙（ちょうおうりちょう）
★張、王、李、趙はいずれも中国の姓のうち最もありふれたものであることから。
類：張三李四（ちょうさんりし）",張王李趙,李趙
E0701,忍耐強いが安楽を共にできない人相。,"長頸[烏喙]
[燕頷]虎頸
醜悪[奸邪]
[恫疑]虚喝",◆３,うかい,,＊『史記-越世家』,"長頸烏喙（ちょうけいうかい）
★頸(ｸﾋﾞ)が長く、口の尖った人相のこと。
★范蠡(ﾊﾝﾚｲ)がともに呉王夫差(ｺﾞｵｳﾌｻ)を破った越王勾践(ｴﾂｵｳｺｳｾﾝ)を評して言った言葉。",長頸烏喙,烏喙
E0702,非常に貧しいこと。,"[朝齏]暮塩
朝耕[暮耘]
冒雨[剪韮]
[狐裘]蒙戎",◆３,ちょうせい,,＊『韓愈-送窮文』,"朝齏暮塩（ちょうせいぼえん）
★「齏」は、なます、あえもの、漬け物、粗食。
★朝に浅漬けの野菜を食べ、晩に塩を舐めるような生活のこと。
類：簞食瓢飲（たんしひょういん）
類：一汁一菜（いちじゅういっさい）
類：顔子一瓢（がんしいっぴょう）",朝齏暮塩,朝齏
E0703,豊年凶年に応じて売買する経済政策。,"売官[鬻爵]
多銭[善賈]
国歩[艱難]
[糶糴]斂散",◆３,ちょうてき,,＊『文献通考-市糴考』,"糶糴斂散（ちょうてきれんさん）
★「糶散」は、米を放出すること。
★「糴斂」は、米を買い集めること。
★中国春秋時代、管仲(ｶﾝﾁｭｳ)に始まったという経済政策。",糶糴斂散,糶糴
E0704,無用の人物のたとえ。,"[大輅]椎輪
老驥[伏櫪]
毛骨[悚然]
[樗櫟]散木",◆３,ちょれき,,＊『荘子-逍遥遊』,"樗櫟散木（ちょれきさんぼく）
★「樗櫟」は、樗(ｵｳﾁ)と櫟(ｸﾇｷﾞ)で役に立たない木。
★材木としては使えない樗と櫟の木の意。
★略して「樗散(ﾁｮｻﾝ)」ともいう。
類：樗櫟之才（ちょれきのざい）
類：樗櫟庸材（ちょれきようざい）",樗櫟散木,樗櫟
E0705,俗事を避け物事の興趣を綽々と味わう態度。,"[樗櫟]散木
人生[羈旅]
[低徊]趣味
潑墨[淋漓]",◆３,ていかい,,＊『高浜虚子-鶏頭･序』,"低徊趣味／低回趣味／彽徊趣味（ていかいしゅみ）
★「低徊」は、思いに耽り、行きつ戻りつするさま。
★世俗を離れて、余裕ある心で自然や芸術にひたる態度。
★自然主義への反発から夏目漱石が高浜虚子の「鶏頭」の序文で唱えたもの。",低徊趣味,低徊
E0706,水面が澄み切って青々としたさま。,"[屍山]血河
空谷[跫然]
水天[髣髴]
[渟膏]湛碧",◆３,ていこう,,＊『文徴明-玉女潭山居記』,"渟膏湛碧（ていこうたんぺき）
★「渟」は、水が止まって流れないさま。
★「湛碧」は、新緑色の水をたたえていること。
★水が膏(ｱﾌﾞﾗ)のように深く静かによどんで深緑色にたたえているさま。
「渟膏碧(ﾍｷ)を湛(ﾀﾀ)う」",渟膏湛碧,渟膏
E0707,謝罪降伏するときの儀礼。,"[喙長]三尺
[誠惶]誠恐
[恐惶]敬白
泥首[銜玉]",◆３,かんぎょく,,＊『後漢書-公孫述伝･論』,"泥首銜玉（でいしゅかんぎょく）
★頭を土につけ、口に玉を含むこと。",泥首銜玉,銜玉
E0708,奢侈の甚だしい形容。,"[珠襦]玉匣
[賤斂]貴発
[鼎鐺]玉石
瑶林[瓊樹]",◆３,ていそう,ていとう,＊『杜牧-阿房宮賦』,"鼎鐺玉石（ていそうぎょくせき）
★「鼎」は、三足または四足で主に祭器として用いられ権威や高い位の象徴とされた。
★「鐺」は、両耳三足の鼎(ｶﾅｴ)の一種で、主に酒を温めるのに用いた。
★宝物の鼎を日用の鍋のように使い、宝玉を石と同様にみなす意。
類：金塊珠礫（きんかいしゅれき）
「鼎(ﾃｲ)を鐺玉石」",鼎鐺玉石,鼎鐺
E0709,軍が敗れ潰えているさま。,"轍乱[旗靡]
[渾渾]沌沌
[車胤]聚蛍
兵馬[倥偬]",◆３,きび,,＊『春秋左氏伝-荘公一〇伝』,"轍乱旗靡（てつらんきび）
★「靡」は、しおれる、しなだれること。
★兵車の轍(ﾜﾀﾞﾁ)の跡が乱れ軍旗がしなだれる意。
類：喪旗乱轍（そうきらんてつ）
「轍(ﾜﾀﾞﾁ)乱れ旗靡(ﾅﾋﾞ)く」",轍乱旗靡,旗靡
E0710,この世。,"開天[闢地]
仰天[不愧]
天宇[地廬]
[梓匠]輪輿",◆３,ちろ,,＊『左思-魏都賦』,"天宇地廬（てんうちろ）
★「天宇」は、天空。転じて、天下の意。
★「地廬」は、地の廬(ｲｵﾘ)。大地の意。",天宇地廬,地廬
E0711,天皇の側近くに伺候する。,"轍乱[旗靡]
天顔[咫尺]
[鸞翔]鳳集
天宇[地廬]",◆３,しせき,,＊『劉禹錫-望賦』,"天顔咫尺（てんがんしせき）
★「天顔」は、天子の顔。
★「咫尺」は、間近な距離のこと。咫は八寸。
「天顔に咫尺す」",天顔咫尺,咫尺
E0712,子が両親に尽くすべき心掛け。,"[夏鑪]冬扇
冬温[夏凊]
[六菖]十菊
[聚散]十春",◆３,かせい,,＊『礼記-曲礼･上』,"冬温夏凊（とうおんかせい）
★「凊」は、涼しい意。
★冬は温かく、夏は涼しくして、過ごしやすくしてあげる意から。
類：温凊定省（おんせいていせい）
類：扇枕温衾（せんちんおんきん）",冬温夏凊,夏凊
E0713,素晴らしい才華のたとえ。,"[断爛]朝報
麟角[鳳嘴]
禹行[舜趨]
[騰蛟]起鳳",◆３,とうこう,,＊『王勃-滕王閣序』,"騰蛟起鳳（とうこうきほう）
★「騰蛟」は、天に踊り上がる蛟竜(ｺｳﾘｮｳ:竜の一種で洪水を起こすことができるという伝説上の動物)
★「起鳳」は、飛び立つ鳳凰のこと。",騰蛟起鳳,騰蛟
E0714,災いを取り除くこと。,"亮遺[巾幗]
桃弧[棘矢]
百孔[千瘡]
[封豕]長蛇",◆３,きょくし,,＊『春秋左氏伝-昭公四年』,"桃弧棘矢（とうこきょくし）
★「桃弧」は、桃の木で作った弓。
★「棘矢」は、棘(ｲﾊﾞﾗ)の木で作った矢。
★桃弧と棘矢は魔除けにしたことから。",桃弧棘矢,棘矢
E0715,従来の習慣やきまりを守ること。,"亮遺[巾幗]
[蹈常]襲故
中権[後勁]
仲連[蹈海]",◆３,とうじょう,,＊『蘇軾-伊尹論』,"蹈常襲故（とうじょうしゅうこ）
★「蹈」は、従う、守る。
★「襲」は、受け継ぐ、継ぐ意。
★常道に従い古いしきたりを守る意から。
類：循常習故（じゅんじょうしゅうこ）
類：蹈常習故（とうじょうしゅうこ）
「常(ﾂﾈ)を蹈(ﾌ)んで故(ｺ)を襲(ｵｿ)う」",蹈常襲故,蹈常
E0716,兄弟が互いに反目し、相争うこと。,"[顚委]勢峻
桃傷[李仆]
[騰蛟]起鳳
荊棘[銅駝]",◆３,りふ,,＊『海録砕事-人事･兄弟』,"桃傷李仆（とうしょうりふ）
★「仆」は、倒れる、倒れ死ぬ、ころす意。
★桃が傷つき、李(ｽﾓﾓ)が仆(ﾀｵ)れる意。",桃傷李仆,李仆
E0717,節操を守り、義に殉じること。,"[蹈節]死義
[彦倫]鶴怨
自己[韜晦]
泥首[銜玉]",◆３,とうせつ,,＊『晋書-元帝紀』,"蹈節死義（とうせつしぎ）
★「蹈節」は、節操を守ること。
★「死義」は、正義のために死ぬ意。
「節を蹈(ﾌ)んで義に死す」",蹈節死義,蹈節
E0718,苦労を分かち合う親密な友人。,"摩頂[放踵]
枕冷[衾寒]
[同袍]同沢
[八紘]一宇",◆３,どうほう,,＊『詩経-秦風･無衣』,"同袍同沢（どうほうどうたく）
★「袍」は、綿入れ。
★「沢」は、肌着。
★一枚の綿入れや、肌着を貸したりして助け合うこと。衣服を共にする意から。",同袍同沢,同袍
E0719,すばやいことのたとえ。,"兎起[鳧挙]
筆力[扛鼎]
肥馬[軽裘]
[巫馬]戴星",◆３,ふきょ,,＊『呂氏春秋-論威』,"兎起鳧挙（ときふきょ）
★「鳧挙」は、鳧(ｶﾓ)がぱっと飛び上がる意。
「兎(ｳｻｷﾞ)起(ﾀ)ち鳧(ｶﾓ)挙(ｱ)がる」",兎起鳧挙,鳧挙
E0720,悪しき物事の散らばっているさま。,"[蠹居]棊処
[騰蛟]起鳳
[螳臂]当車
[四衢]八街",◆３,ときょ,,＊『韓愈-潮州刺史謝上表』,"蠹居棊処／蠹居棋処（ときょきしょ）
★「蠹」は、きくいむし、衣服や書物を食べる虫。
★木の芯を食う蠹(ｷｸｲﾑｼ)が木におり、碁石が盤面に散らばるように悪人がいることのたとえ。",蠹居棊処,蠹居
E0721,恩知らずのたとえ。,"得魚[忘筌]
[貪小]失大
[含飴]弄孫
桃傷[李仆]",◆３,ぼうせん,,＊『荘子-外物』,"得魚忘筌（とくぎょぼうせん）
★「筌(ｳｴ)」は、水中に沈めて魚を取る竹製のかごのこと。簗(ﾔﾅ)。
★魚を捕ってしまうと、筌のことなど忘れてしまうという意から。
類：狡兎良狗（こうとりょうく）
類：鳥尽弓蔵（ちょうじんきゅうぞう）
類：得兎忘蹄（とくとぼうてい）
類：忘恩負義（ぼうおんふぎ）
「魚を得て筌(ｳｴ)を忘る」",得魚忘筌,忘筌
E0722,他と係わらず自己の所信で事に処する。,"独立[不羈]
独学[孤陋]
[鰥寡]孤独
[以杞]包瓜",◆３,ふき,,＊『福沢諭吉-西洋事情･初』,"独立不羈（どくりつふき）
★「独立」は、他人の束縛を受けないこと。
★「不羈」は、自由に振る舞うこと。
類：独立独歩（どくりつどっぽ）
類：独立独行（どくりつどっこう）",独立不羈,不羈
E0723,有名無実のたとえ。,"明察[秋毫]
虚融[澹泊]
[敲氷]求火
[菟糸]燕麦",◆３,とし,,＊『太平御覧-九九四･燕麦』,"菟糸燕麦／兎糸燕麦（としえんばく）
★「菟糸」は、ねなしかずら。
★「燕麦」は、からす麦。
★菟糸は糸の字がついても織ることができず、燕麦は麦の字がついても食べることができない意。
類：兎葵燕麦（ときえんばく）",菟糸燕麦,菟糸
E0724,人の傲り、怒りのさまのたとえ。,"[敲金]撃石
[咄咄]怪事
拳拳[服膺]
突怒[偃蹇]",◆３,えんけん,,＊『柳宗元-鈷鉧潭記』,"突怒偃蹇（とつどえんけん）
★「突怒」は、激しく怒るさま。
★「偃蹇」は、人のおごり高ぶるさま。
★岩石がごつごつと突き出た様子を人が怒った姿、またおごり高ぶるさまにたとえたもの。",突怒偃蹇,偃蹇
E0725,平凡で取り柄がないという謙遜。,"[膏火]自煎
斗量[帚掃]
[円顱]方趾
無辺[無礙]",◆３,そうそう,,＊『日本外史-源氏正記』,"斗量帚掃（とりょうそうそう）
★「斗量」は、ますで量る意。
★「帚掃」は、帚(ﾎｳｷ)で掃く意。
★ますで量り、帚で掃き捨てるほどの、大したことはない人間の意。また、それほどたくさんあること。",斗量帚掃,帚掃
E0726,降伏し臣僕となることを請願する。,"[肉袒]牽羊
轍乱[旗靡]
抱関[撃柝]
毛骨[悚然]",◆３,にくたん,,＊『春秋左氏伝-宣公一二年』,"肉袒牽羊（にくたんけんよう）
★「肉袒」は、肌脱ぎして上半身をあらわすこと。
★「牽羊」は、料理人として仕える意。
★肌脱ぎして謝罪し、羊を牽いて料理人として仕えようとする意から。
類：肉袒負荊（にくたんふけい）
「肉袒して羊を牽(ﾋ)く」",肉袒牽羊,肉袒
E0727,真心からの謝罪をするたとえ。,"悽愴[流涕]
慧可[断臂]
[驕兵]必敗
肉袒[負荊]",◆３,ふけい,,＊『史記-廉頗藺相如伝』,"肉袒負荊（にくたんふけい）
★「袒」は、肌脱ぐ意。
★「荊」は、いばらの鞭、罪人を打って罰する杖。
★肌脱ぎして、笞刑(ﾁｹｲ)に用いる荊(ｲﾊﾞﾗ)の杖を背負い、これで打ってくれと謝罪の意を示すことから。
類：廉頗負荊（れんぱふけい）
類：肉袒面縛（にくたんめんばく）
「肉袒(ﾆｸﾀﾝ)して荊(ｹｲ)を負(ｵ)う」",肉袒負荊,負荊
E0728,昼夜を徹して事を急ぐこと。,"[晨去]暮来
倍日[幷行]
肉袒[牽羊]
[訥言]敏行",◆３,へいこう,,＊『史記-孫子伝』,"倍日幷行（ばいじつへいこう）
★「倍日」は、二日分のこと。
★「幷」は、合わせる意。
★二日分の行程を一日で行くこと。
類：倍道兼行（ばいどうけんこう）
類：昼夜兼行（ちゅうやけんこう）
類：連日連夜（れんじつれんや）
「日(ﾋ)を倍(ﾊﾞｲ)して行(ｺｳ)を幷(ｱﾜ)す」",倍日幷行,幷行
