ID,問題,難易度,解答,別答,意味
A3681,ああ小子、いまだ【臧否】を知らず,◆４,ぞうひ,そうひ,"┌物事の善悪･是非。人物のよしあしを判断し、批判する。〈漢字源〉
┌善悪。批判する。〈字通〉
┌1.善悪。善人と悪人。否臧。
└2.善悪を判定すること。〈新大字典〉
┌よしあし。≒否臧、善悪、淑慝、可否〈字源〉
★「臧(ｿﾞｳ)」は慣用音。"
A3682,酒を以て同僚と【親串】する,◆４,しんかん,,"┌なれる。〈字通〉
┌親しみなれること。〈新大字典〉"
A3683,問いかけに【逡遁】して答えず,◆４,しゅんじゅん,,"┌たちすくむ。ぐずぐずしてためらう。≒蹲循、逡巡〈新漢和大字典〉
┌あとずさり。ためらう。≒逡巡〈字通〉
┌決断をためらって、ぐずぐずすること。しりごみすること。≒躊躇、逡巡〈漢字ペディア〉
◇漢字ペディア大見出し"
A3684,蛮人の【酋渠】を俘とせん,◆４,しゅうきょ,,酋長(ｼｭｳﾁｮｳ:蛮族の首領)。〈字通〉
A3685,閃く【幢牙】の威光,◆４,とうが,,"┌大将の立てる旗。〈漢字源〉
┌天子や将軍の用いるはた。〈字通〉
┌大将の大きな旗。牙幢。〈漢辞海〉"
A3686,七つの【腔綫】が二十二吋で一回転した,◆４,こうせん,,発射弾に回転運動を与えるために、銃身･砲身の内面にらせん状につけた溝。ライフル。≒腔線〈大辞泉〉
A3687,童蒙【竹笘】に放縦として書く,◆４,ちくせん,,竹のふだ。〈字通〉
A3688,一家は歓談【串狎】して囂囂たり,◆４,かんこう,,"┌なれる。〈新漢和大字典〉
┌親しみ戯れること。親しみなれること。〈新大辞典〉"
A3689,鷙鳥搏たず、【蝮蠆】螫さず,◆４,ふくたい,,"┌まむしと、さそり。〈字通〉
┌まむしと、さそりと。〈字源〉"
A3690,【昆侖】として不詳の文字群が刻鏤されている,◆４,こんろん,,"┌1.物の区別がつかないさま。でたらめ。≒胡乱
└2.崑崙山のこと。〈漢字源〉
┌山名。〈字通〉
┌1.山の名。崑崙。
└2.物の区別がはっきりしないさま。〈新大字典〉"
A3691,我が子は【筱驂】を玩弄す,◆４,しょうさん,,"┌竹馬。≒篠驂〈字通〉
┌竹馬。≒篠驂〈漢辞海〉
┌竹馬をいう。〈新大字典〉"
A3692,麦秀でて漸漸たり、禾黍【油油】たり,◆４,ゆうゆう,,"┌1.大きな川の水がゆるやかに流れるさま。
├2.態度が穏やかで慎みのあるさま。
├3.ゆったりとして落ち着いているさま。
├4.草木がわき出るように茂っているさま。
└5.雲が次々とわき出るさま。〈漢字源〉
┌1.水や雲などがゆったりと流れるさま。
├2.ゆったりと落ち着いたさま。
└3.つやつやとしているさま。〈漢字ペディア〉
★禾黍(ｶｼｮ)油油…イネやキビがつややかに生長しているさま。〈漢字ペディア〉
◇漢字ペディア大見出し"
A3693,昼は【橡栗】を拾い、暮には木上に栖む,◆４,しょうりつ,,ささぐりの実。しばぐり。〈字通〉
A3694,名要らずんば【掏摸】厭わん,◆４,とうばく,,"┌他人が所持している金品をすばやくすくいとるように盗み取ること。また、その人。〈漢字源〉
┌すり。〈字通〉
┌人の懐中の金品をすりとる。また、その人。すり。〈漢辞海〉
┌人の身につけている金品をかすめとる者。≒掏児〈新大字典〉"
A3695,田を捨て【鍬钁】を擲ち都会に走る,◆４,しょうかく,,"┌大小のくわ。〈字通〉
┌すきとくわ。〈字源〉"
A3696,【鞋韈】を履いて各地旅する,◆４,あいべつ,,"┌くつと、くつした。〈新漢和大字典〉
┌靴と足袋。〈字通〉"
A3697,麓まで【舁送】する,◆４,よそう,,荷物をかついで運ぶこと。〈大辞林〉
A3698,蓍薪を刈りて吾が【蓍簪】を亡う,◆４,ししん,,"┌1.メドハギで作ったかんざし。
└2.古い物を珍しがることのたとえ。〈新漢和大字典〉
┌めどぎのかんざし。旧物をなつかしむたとえ。〈字通〉"
A3699,草鞋【釘鞋】を作して售る,◆４,ていあい,,"┌すべらないように底にくぎをうったくつ。〈新漢和大字典〉
┌靴底の釘。〈字通〉"
A3700,皐月に生える【柞櫟】,◆４,さくれき,,"┌くぬぎ。〈字通〉
┌ははそ。〈新大字典〉"
A3701,老人【芒鞋】を履す,◆４,ぼうあい,ぼうかい,"┌わらぐつ。〈漢字源〉
┌わらじ。〈字通〉
┌わらじ。わらぐつ。〈新大字典〉
◇漢字ペディア下付き"
A3702,【鉦鐃】大小甚だ異なる,◆４,しょうどう,,かね。〈字通〉
A3703,奸臣に【蹠蹻】に比す悪評を牽強され,◆４,せききょう,せっきょう,"≒跖蹻
盗跖(ﾄｳｾｷ)と荘蹻(ｿｳｷｮｳ)。ともに古代の大泥棒。蹠蹻とも。〈新漢和大字典〉"
A3704,半ば【綸巾】を脱し翠籐に臥す,◆４,かんきん,,"┌青い組みひもで作った頭巾。諸葛亮が好んで用いた。〈字通〉
┌絹の組みひもで作った頭巾。ふだん着用のかぶりもの。〈漢字源〉"
A3705,開錠し、【横閂】が抜かれて扉は開く,◆４,おうさん,,かんぬき。〈字源〉
A3706,宅市に近くして、【湫隘】囂塵なり,◆４,しゅうあい,,"┌低くて狭い。〈字通〉
┌せまいこと。また、低くて湿気が多く狭小な地をいう。〈新大字典〉
┌土地が低くて狭いこと。〈日本国語大辞典〉
◇漢字ペディア小見出し"
A3707,【陸陸】勉強もしないで試験に臨む,◆４,ろくろく,,"≒碌碌
十分に。満足に。ろくに。〈漢字ペディア〉
◇漢字ペディア大見出し"
A3708,【耆欲】を節して、心気を定む,◆４,しよく,,"┌好きな物。このみ。また、好き勝手にしたいと思う心。≒嗜欲〈漢字ペディア〉
┌たしなむ。すきこのむこと。≒嗜欲〈新漢和大字典〉
┌嗜欲。〈字通〉
◇漢字ペディア大見出し"
A3709,碧巌に坐して穆穆【撚鬚】す,◆４,ねんしゅ,,"┌ひげをひねる。考える。〈字通〉
┌ひげをひねること。〈新大字典〉"
A3710,【呂鉅】たる王は謀を貽さず,◆４,りょきょ,,"┌尊大。〈字通〉
┌ほこりおごるさま。〈新大字典〉"
A3711,秦王【悖然】として怒る,◆４,ぼつぜん,,"┌勃然。顔色を変えて怒る。〈字通〉
┌1.怒ったりあわてたりして急に顔色を変えるさま。
└2.にわかに。突然。〈漢辞海〉
★「悖」は、「もとる」や「みだれる」意だと「ハイ（悖戻／暴悖）」、「さかん」な意だと「ボツ（悖然）≒勃」と読むときが多いようだ。過去出題歴も「ハイ」音が重要。
◇漢字ペディア小見出し"
A3712,我が都へ【躡蹻】する客人多し,◆４,じょうきゃく,,"┌旅行する。〈字通〉
┌旅に行くこと。〈新漢和大字典〉
┌わらぐつをはく。〈字源〉"
A3713,危に瀕して【吁吸】を乱す,◆４,くきゅう,,呼吸する。〈字通〉
A3714,温風始めて至り、【蟋蟀】壁に居る,◆４,しつしゅつ,しっしゅつ,"┌虫の名。コオロギ。〈新漢和大字典〉
┌こおろぎ。〈字通〉
┌コオロギ科の昆虫の総称。体は黒褐色で草地に生息し、羽を摩擦させて鳴く。コオロギ。〈漢辞海〉
◇漢字ペディア小見出し"
A3715,峭寒、膚【皹裂】す,◆４,くんれつ,,"┌寒気のためにひびやあかぎれができること。〈漢字源〉
┌寒気のために、ひびがきれる。〈字源〉
◇漢字ペディア小見出し"
A3716,他と著しく【倬詭】した成績,◆４,たくき,たっき,"┌すぐれていて、異彩がある。〈字通〉
┌他にすぐれて異彩があること。〈新大字典〉
◇漢字ペディア小見出し"
A3717,これ【夬夬】たる制詔なり,◆４,かいかい,,"┌思い切りのよい。また、はなれるさま。〈字通〉
┌思い切りのよいさま。決断して疑いをもたないさま。〈新大字典〉
◇漢字ペディア小見出し"
A3718,士夫ら高亢として【軾閭】する,◆４,しょくりょ,,"┌村里の門の前を通り過ぎるとき、車の横木に手をかけて礼をすること。〈漢字源〉
┌賢者の居る里門に敬意を表する。〈字通〉"
A3719,死生【契闊】、子と説を成せり,◆４,けっかつ,,"┌つとめ苦しむこと、久しくあわないこと。〈漢検四字熟語辞典〉
┌1.苦労の多いさま。
├2.久しく別れて合わないさま。また、そのあいさつ。
├3.恋しく思う。
└4.交わりを結ぶ。〈漢辞海〉
★死生(ｼｾｲ)契闊…生死を共にすることを約束し、共に苦しみ努力すること。〈漢検四字熟語字典〉
◇漢字ペディア小見出し"
A3720,常に【元亨】利貞の徳に乖らず,◆４,げんこう,,"大いに通る。〈字通〉
★元亨利貞(ｹﾞﾝｺｳﾘﾃｲ)…易で、天の持つ四つの徳。〈漢検四字熟語辞典〉"
A3721,全身【惴慄】して跼蹐す,◆４,ずいりつ,,"┌震えおそれる。〈字通〉
┌おそれふるう。〈字源〉
◇漢字ペディア小見出し"
A3722,寂寞たる【谿澗】の林,◆４,けいかん,,"≒渓澗
┌谷川。谷。〈大辞泉〉
┌谷川。渓流。〈漢字ペディア〉
◇漢字ペディア大見出し"
A3723,疆域を守らんと【徭戍】は堵列す,◆４,ようじゅ,,"┌辺境の守備。〈字通〉
┌徴発されて国境地帯を守備する兵卒。〈漢字源〉"
A3724,これを以て抗弁を【訖了】す,◆４,きつりょう,,終わる。〈字通〉
A3725,【豈弟】の君子は民の父母なり,◆４,がいてい,,"≒愷悌
┌やわらぎ楽しむ。〈字通〉
┌楽しみやわらぐさま。〈新漢和大字典〉
┌楽しみやわらぐこと。〈漢字ペディア〉
◇漢字ペディア大見出し"
A3726,臣【雍閼】せられて聞することを得ず,◆４,ようあつ,,"┌ふさぎとどめる。物事をやめさせること。〈漢字源〉
┌ふさぎとめる。〈字通〉
┌さえぎりとどめる。≒雍遏〈漢辞海〉"
A3727,大きな声に阻まれた【韞価】の絵画,◆４,うんか,,"┌価値のあるものをしまっておく。才能や知識がありながら、世に知られないことのたとえ。〈新漢和大字典〉
┌才知がありながら世人に知られていないこと。〈新大字典〉
┌価値のあるものをしまっておく。才知がありながら、世人に知られないことを言う。〈漢辞海〉
◇漢字ペディア小見出し"
A3728,荒寥とした【畛畷】が続く,◆４,しんてつ,,あぜみち。〈字通〉
A3729,【蚕蔟】を設けて繭を成す,◆４,さんぞく,,"┌かいこを中に入れて繭を作らせる道具。まぶし。えびら。〈新漢和大字典〉
┌まぶし。〈大辞林〉
┌まぶし。〈字通〉
◇漢字ペディア下付き"
A3730,忠諫聞かざれば、【蹲循】して争う勿れ,◆４,しゅんじゅん,,"┌1.尻が重くてうろうろする。ためらってなかなか進まない。しりごみしてためらうさま。≒逡循
└2.のっそりしたさま。〈新漢和大字典〉
┌あとずさりするさま。≒逡巡〈字源〉
◇漢字ペディア小見出し"
A3731,学問に【摶心】する,◆４,せんしん,,"┌専心。〈字通〉
┌心をもっぱらにする。〈字源〉"
A3732,夜に響く【擣砧】の音,◆４,とうちん,,きぬたをうつ。〈漢字源〉
A3733,鋭い【鰭棘】に恐れる,◆４,ききょく,,"┌魚類のひれを支えている先のとがった骨質のもの。〈大辞泉〉
┌魚のひれの支柱である鰭条(ﾋﾚｽｼﾞ)のうちで関節のないものをいう。普通魚類学では単に棘(ｷｮｸ)と呼ぶ場合が多い。〈日本国語大辞典〉"
A3734,旭【榑桑】より発る,◆４,ふそう,,"┌1.くれ。皮のついたままの丸太。
└2.日本のこと。〈漢字源〉
┌1.神木の名、扶桑。
└2.日本の異称。日の出る処に在るが故。〈字源〉
★中国から見て、日の出る方角にあることから。「扶桑」とも。〈漢字源〉
◇漢字ペディア小見出し"
A3735,上枝に八本の【鰓耙】がある,◆４,さいは,,魚類の鰓(ｴﾗ)の一部で、口から吸い込んだものを固形物(餌や小石などの異物)と水とに分離する濾過器官。〈大辞泉〉
A3736,草薙してこれを【禽獮】す,◆４,きんせん,,"┌とらえてころす。〈字源〉
┌捕えて殺すこと。〈新大字典〉"
A3737,床には中国【緞通】が敷かれている,◆４,だんつう,,"┌内敷物用織物のうち、手織りの高級品の称。地糸に麻糸や綿糸を使い、羊毛などの毛を結びつけて立毛にし、さらに各種の色糸を織り込んで模様を表したもの。≒段通〈大辞泉〉
┌敷物とする織物。段通。〈新大字典〉
┌さまざまな模様を織りこんだ、厚地の敷物用織物。中近東原産。室町時代に伝来。≒段通〈漢字ペディア〉
◇漢字ペディア大見出し"
A3738,【縕袍】を着ても恥じず,◆４,おんぽう,,"┌綿入れ。どてら。また、粗末な衣服。〈大辞林〉
┌布子の粗末なもの。古綿を入れたどてら。〈新大字典〉"
A3739,波【浹渫】たり、山崔嵬たり,◆４,しょうちょう,,"┌波がちゃぶちゃぶと寄せるさま。〈漢字源〉
┌波のつらなるさま。〈字源〉
┌水がわいて流れるさま。〈漢辞海〉"
A3740,酒色に【酖溺】する,◆４,たんでき,,"┌一つのことに夢中になって、他を顧みないこと。多く不健全な遊びにおぼれることにいう。≒耽溺〈大辞泉〉
┌よくないことにひたりきる。〈漢辞海〉
┌酒におぼれて、ほかをかえりみないこと。〈漢字ペディア〉
◇漢字ペディア大見出し"
A3741,儒学の【縕奥】見難し,◆４,うんおう,うんのう,学問の奥深いところ。〈字通〉
