ID,難易度,熟語,意味,読み,文章
A3459,◆４,鰒魚,"鰒魚（ふくぎょ）
とこぶし。石決明。〈字通〉",ふくぎょ,とこぶし。石決明。
A3460,◆４,斧戉,"斧戉（ふえつ）
┌1.おのとまさかり。
├2.転じて、重い刑罰。
└3.征伐。〈漢字源〉
┌1.斧と、まさかり。兵器。また、刑罰のたとえ。
├2.征伐
└3.文章の手入れ。修正。〈漢辞海〉",ふえつ,おのとまさかり。転じて、重い刑罰。征伐。
A3461,◆４,袍襖,"袍襖（ほうおう）
かさね(襲)。〈字通〉",ほうおう,かさね。
A3462,◆４,畸,"畸（き）
かたよったさま。〈漢辞海〉",き,かたよったさま。
A3463,◆４,鼎鉉,"鼎鉉（ていげん）
┌1.かなえの両耳にかけ渡した、金属製の取っ手。かなえの耳づる。
└2.大臣･宰相のこと。〈漢字源〉
┌1.かなえのみみづる。
└2.転じて三公の位に比す。〈字源〉",ていげん,かなえの両耳にかけ渡した、金属製の取っ手。かなえの耳づる。大臣･宰相のこと。
A3464,◆４,造搆,"造搆（ぞうこう）
組み立てて作ること。特に、建造物を造り構えること。また、そのつくられ方やつくられたもの。つくり。構造。〈日本国語大辞典〉",ぞうこう,組み立てて作ること。特に、建造物を造り構えること。また、そのつくられ方やつくられたもの。つくり。構造。
A3465,◆４,胯股,"胯股（ここ）
股。〈字通〉",ここ,股。
A3466,◆４,扱排,"扱排（きゅうはい）
収めとる。〈字通〉",きゅうはい,収めとる。
A3467,◆４,晦暝,"晦暝（かいめい）
┌くらいこと。まっくらになること。くらやみ。≒晦冥〈漢字ペディア〉
┌真っ暗なさま。また、くらやみ。晦冥。≒晦暗、晦闇、晦蒙〈漢辞海〉",かいめい,くらいこと。まっくらになること。くらやみ。
A3468,◆４,轎夫,"轎夫（きょうふ）
┌かごかき。〈大辞林〉
┌かごかきの人夫。〈新漢和大字典〉",きょうふ,かごかき。
A3469,◆４,摂籙,"摂籙（せつろく、しょうろく）
┌摂政、または関白のこと。また、その家柄。しょうろく。〈大辞泉〉
┌摂政の異名。関白をもいう。しょうろく。〈大辞林〉
┌摂政。〈字通〉",せつろく、しょうろく,摂政、または関白のこと。また、その家柄。しょうろく。
A3470,◆４,嶬嶬,"嶬嶬（ぎぎ）
山がかどだって険しいさま。〈新漢和大字典〉",ぎぎ,山がかどだって険しいさま。
A3471,◆４,魚鰾,"魚鰾（ぎょひょう）
┌1.魚のうきぶくろ。
└2.魚肚(ｷﾞｮﾄ:チョウザメ･イシモチなどの鰾(ｳｷﾌﾞｸﾛ)を乾燥した食品)に同じ。〈大辞林〉
┌魚のうきぶくろ。〈日本国語大辞典〉",ぎょひょう,魚のうきぶくろ。魚肚を乾燥した食品)に同じ。
A3472,◆４,敦樸,"敦樸（とんぼく）
┌人情があつく、正直で飾らないこと。≒敦朴〈漢字ペディア〉
┌情が厚く飾り気のないこと。〈新大字典〉",とんぼく,人情があつく、正直で飾らないこと。
A3473,◆４,檸檬,"檸檬（ねいもう、どうもう）
┌レモン。みかん科の常緑小高木。〈漢字源〉
┌レモン。〈字源〉",ねいもう、どうもう,レモン。みかん科の常緑小高木。
A3474,◆４,蔦蘿,"蔦蘿（ちょうら）
つたかずら。〈字通〉",ちょうら,つたかずら。
A3475,◆４,袿袴,"袿袴（けいこ）
┌明治17年に制定された婦人の和装大礼服。袿(ｳﾁｷ)･単(ﾋﾄｴ)･切り袴(ﾊﾞｶﾏ)･帯･小袖からなり、檜扇(ﾋｵｳｷﾞ)を手に持つ。うちきばかま。〈大辞泉〉
┌一八八四（明治一七）年に制定された婦人用の和装礼服。袿(ｳﾁｷﾞ)･単(ﾋﾄｴ)･袴(ﾊｶﾏ)･小袖(ｺｿﾃﾞ)･檜扇(ﾋｵｳｷﾞ)などからなり、宮中の儀式に着用した。〈漢字ペディア〉",けいこ,明治17年に制定された婦人の和装大礼服。袿･単･切り袴･帯･小袖からなり、檜扇を手に持つ。うちきばかま。
A3476,◆４,儳互,"儳互（ざんご）
ぎざぎざに入り込んで醜いさま。整っていないさま。〈漢字源〉",ざんご,ぎざぎざに入り込んで醜いさま。整っていないさま。
A3477,◆４,鉋花,"鉋花（ほうか）
かんなくず。〈字通〉",ほうか,かんなくず。
A3478,◆４,碾磑,"碾磑（てんがい）
┌うわうすとしたうす。ひきうす。また、水車。〈新大字典〉
┌水車でまわして粉をひく石うす。〈漢字源〉
┌1.ひきうす。
└2.水車。〈字通〉",てんがい,うわうすとしたうす。ひきうす。また、水車。
A3479,◆４,剞刻,"剞刻（きこく）
┌彫刻に用いる刃物。彫刻刀。〈新大字典〉
┌ほる。〈字通〉",きこく,彫刻に用いる刃物。彫刻刀。
A3480,◆４,原隰,"原隰（げんしつ、げんしゅう）
┌高原と、低湿地。≒原湿〈漢字源〉
┌高く平かなる地と、低く平かなる湿地と。〈字源〉",げんしつ、げんしゅう,高原と、低湿地。
A3481,◆４,鱠鯉,"鱠鯉（かいり）
鯉をなますにする。〈字通〉",かいり,鯉をなますにする。
A3482,◆４,呰災,"呰災（しさい）
災い。災難。〈漢字源〉",しさい,災い。災難。
A3483,◆４,咢咢,"咢咢（がくがく）
┌高く堂々と立ちふさがるさま。〈漢字源〉
┌冠の高きさま。また、直言して争うさま。〈字源〉",がくがく,高く堂々と立ちふさがるさま。
A3484,◆４,麑裘,"麑裘（げいきゅう）
こじかの皮でつくった皮衣。〈漢字源〉",げいきゅう,こじかの皮でつくった皮衣。
A3485,◆４,疥壁,"疥壁（かいへき）
┌壁に落書きして汚すこと。〈漢字源〉
┌壁に落書きする。〈字通〉",かいへき,壁に落書きして汚すこと。
A3486,◆４,噯気,"噯気（あいき）
胃にたまったガスが口から出るもの。げっぷ。〈漢字源〉",あいき,胃にたまったガスが口から出るもの。げっぷ。
A3487,◆４,蜈蚣,"蜈蚣（ごこう）
┌毒虫の名。ムカデ。〈新漢和大字典〉
┌ムカデの異名。",ごこう,毒虫の名。ムカデ。
A3488,◆４,壼奥,"壼奥（こんおう）
┌1.宮中の奥深い所。
└2.物事の奥深い所。〈漢字源〉
┌1.宮中の奥深き所。
└2.転じて、物事の奥底。≒蘊奧〈字源〉",こんおう,宮中の奥深い所。物事の奥深い所。
A3489,◆４,中冓,"中冓（ちゅうこう）
┌閨中。ねや。〈字通〉
┌寝室の中。閨中。〈日本国語大辞典〉",ちゅうこう,閨中。ねや。
A3490,◆４,姨母,"姨母（いぼ）
おば。母の姉妹。〈字源〉",いぼ,おば。母の姉妹。
A3491,◆４,酒缸,"酒缸（しゅこう）
酒を入れる甕(ｶﾒ)。〈漢字源〉",しゅこう,酒を入れる甕。
A3492,◆４,孀閨,"孀閨（そうけい）
┌未亡人のいるへや。〈漢字源〉
┌やもめの居るへや。〈字源〉",そうけい,未亡人のいるへや。
A3493,◆４,儻来,"儻来（とうらい）
┌たまたまやってくる。〈漢字源〉
┌不意に来ること。〈新大字典〉",とうらい,たまたまやってくる。
A3494,◆４,塵痂,"塵痂（じんか）
ちりと、かさぶたと。〈字源〉",じんか,ちりと、かさぶたと。
A3495,◆４,磅唐,"磅唐（ほうとう）
┌1.広くはびこるさま。
└2.音が四方に響きわたるさま。
┌ひろくゆきわたる、みちあふれる。〈字通〉",ほうとう,広くはびこるさま。音が四方に響きわたるさま。ひろくゆきわたる、みちあふれる。
A3496,◆４,西廂,"西廂（せいしょう、せいそう）
建物の中心となる部屋の西側にあるわき屋。〈漢字源〉",せいしょう、せいそう,建物の中心となる部屋の西側にあるわき屋。
A3497,◆４,惺悟,"惺悟（せいご）
┌はっとさとる。〈漢字源〉
┌さとる。〈字通〉",せいご,はっとさとる。
A3498,◆４,吟哦,"吟哦（ぎんが）
┌詩歌を、声を出して、節をつけて歌う。〈漢字源〉
┌詩歌をうたう。≒吟詠、吟諷〈字源〉",ぎんが,詩歌を、声を出して、節をつけて歌う。
A3499,◆４,懆懆,"懆懆（そうそう）
┌憂えるさま。〈字通〉
┌うれえて不安なさま。〈漢辞海〉",そうそう,憂えるさま。
A3500,◆４,蚌蛤,"蚌蛤（ぼうこう）
┌ハマグリ。〈新漢和大字典〉
┌はまぐり。",ぼうこう,ハマグリ。
A3501,◆４,楓宸,"楓宸（ふうしん）
┌天子のいる宮殿。〈新漢和大字典〉
┌宮殿。〈字通〉",ふうしん,天子のいる宮殿。
A3502,◆４,牙疳,"牙疳（がかん）
歯槽膿漏のこと。〈漢字源〉",がかん,歯槽膿漏のこと。
A3503,◆４,揩鼓,"揩鼓（かいこ）
┌すりつづみ。〈大辞林〉
┌昔、雅楽に用いられた打楽器の一種。胴の両側に革をはり、ひもで締めたもの。こすったりはじいたりして音を出す。〈漢字ペディア〉",かいこ,すりつづみ。
A3504,◆４,銹錆,"銹錆（しゅうせい）
┌金属がさびること。さび。〈大辞泉〉
┌金属が酸化すること。さびること。また、そのさび。〈日本国語大辞典〉",しゅうせい,金属がさびること。さび。
A3505,◆４,搶攘,"搶攘（そうじょう）
┌つきとばしたり、はらいのけたりする。乱れるさま。〈漢字源〉
┌みだれるさま。〈字源〉",そうじょう,つきとばしたり、はらいのけたりする。乱れるさま。
A3506,◆４,新莟,"新莟（しんがん）
つぼみ。〈字通〉",しんがん,つぼみ。
A3507,◆４,蚯蚓,"蚯蚓（きゅういん）
┌虫の名。ミミズ。〈新漢和大字典〉
┌みみず。〈字通〉",きゅういん,虫の名。ミミズ。
A3508,◆４,晞土,"晞土（きど）
かわいた土。〈字通〉",きど,かわいた土。
A3509,◆４,曁曁,"曁曁（きき）
┌張り切ったさま。〈漢字源〉
┌果断剛毅のさま。〈字通〉",きき,張り切ったさま。
A3511,◆４,裲襠,"裲襠（りょうとう）
┌うちかけ。〈字通〉
┌1.胸と背とに当てて着る、そでのない衣服。そでなし。チョッキ。
└2.昔、朝廷の儀式のとき、武官が装束の上につけた衣服。そでがなく、背と胸に当てて着る。舞楽の装束として用いる。〈新漢和大字典〉",りょうとう,うちかけ。
A3512,◆４,橿橿,"橿橿（きょうきょう）
┌強盛のさま。〈字通〉
┌強く盛んなさま。≒彊彊〈新漢和大字典〉",きょうきょう,強盛のさま。
A3513,◆４,兪扁,"兪扁（ゆへん）
┌名医の治療のこと。〈漢字源〉
┌兪跗(ﾕﾌ)と扁鵲の併称。ともに、古代の名医。〈漢辞海〉",ゆへん,名医の治療のこと。
A3514,◆４,鋒鋩,"鋒鋩（ほうぼう）
┌細くとがったきっさき。また、鋭く激しい気性のたとえ。〈新漢和大字典〉
┌1.刃物の切っ先。
└2.相手を追及する激しい気質･気性のたとえ。〈大辞泉〉
┌1.刀やほこなどの先。切っ先。ほこさき。
└2.鋭い気性や言葉のたとえ。〈漢字ペディア〉",ほうぼう,細くとがったきっさき。また、鋭く激しい気性のたとえ。
A3515,◆４,雍塞,"雍塞（ようそく）
┌あふれる川の水などをふさぎとどめる。〈新漢和大字典〉
┌ふさぐ。〈字通〉
┌ふさぐ。洪水などをふせぐ。〈漢辞海〉",ようそく,あふれる川の水などをふさぎとどめる。
A3516,◆４,毋望,"毋望（むぼう、ぶぼう）
意外。〈字通〉
★毋望の福(ﾌｸ)･･･思いがけない幸福。〈漢字源〉
★毋望の福(ﾌｸ)･･･望まずして忽ち至る幸、勿怪(ﾓｯｹ)の幸い。〈字源〉",むぼう、ぶぼう,意外。
A3517,◆４,罕儔,"罕儔（かんちゅう）
┌同類が少ない。比類まれである。〈新漢和大字典〉
┌なかまが少ない。世に稀な。〈字通〉",かんちゅう,同類が少ない。比類まれである。
A3518,◆４,汪肆,"汪肆（おうし）
広大。〈字通〉",おうし,広大。
A3519,◆４,莎鶏,"莎鶏（さけい）
┌昆虫の名。クツワムシ。羽をこすり合わせて鳴く。紡織娘。〈新漢和大字典〉
┌きりぎりす。〈新大字典〉",さけい,昆虫の名。クツワムシ。羽をこすり合わせて鳴く。紡織娘。
A3520,◆４,蛆蠅,"蛆蠅（しょよう）
うじと、はえ。〈字通〉
★蛆蠅糞穢(ﾌﾝﾜｲ)…うじと、はえと、くそと。他をいやしめて言う。〈字源〉",しょよう,うじと、はえ。
A3521,◆４,檮昧,"檮昧（とうまい）
┌愚昧。〈字通〉
┌おろかなこと。蒙昧。愚昧。〈大辞林〉
┌愚かで道理に暗いこと。また、そのさま。無知。≒蒙昧、愚昧〈漢字ペディア〉",とうまい,愚昧。
A3522,◆４,磴桟,"磴桟（とうさん）
┌石のかけはし。〈字通〉
┌険しい山腹につけた石造りのかけ橋。〈漢字源〉",とうさん,石のかけはし。
