ID,難易度,問題,解答,意味
B1120,4,ここに人有り山の【阿】に、薜茘を被て女羅を帯とす,くま,"関連熟語：山阿（サンア）★阿／隈（くま）
山や川の曲がって入りこんでいる所。〈漢字ペディア〉"
B1121,4,この歳に書を【刱】めて梓に上す,はじ,"関連熟語：刱造（ソウゾウ）
★≒創"
B1122,4,これを外戚に【譬】し五臓に刻せんとす,さと,"関連熟語：譬説（ヒセツ／ヒゼイ）
★譬す（さと-す）
言い聞かせる。明らかにする。〈漢辞海〉"
B1123,4,その城に钁して【坎】を為る,あな,"関連熟語：坎穽（カンセイ）
★坎（あな）
1.地面に掘った、くぼんだ所。
2.おとし穴。〈漢字ペディア〉"
B1124,4,みな【捶】ち懲らすべき科なり,"むちう
う",関連熟語：鞭捶（ベンスイ）
B1125,4,みな游覧し、【暝】れて宿に投ず,く,"関連熟語：暝色（メイショク）
★暝れる（く-れる）
日が暮れる。〈漢辞海〉"
B1126,4,或いは十有八尺にして【贏】び、或いは十有三尺にして縮まる,の,関連熟語：贏縮（エイシュク）
B1127,4,胃充つれば即ち中大いに【懣】ゆ,もだ,"関連熟語：忿懣（フンマン／フンモン）
★懣える（もだ-える）
怒りのはけ口がなく、心のなかに詰まり苦しむ。いきどおる。〈漢字ペディア〉"
B1128,4,一たび【晤】えば酬酢して日も旰る,あ,"関連熟語：面晤（メンゴ）
★晤う（あ-う）
1.出会う。面会する。
2.顔と顔を向かい合わせる。対面する。〈漢辞海〉"
B1129,4,一節の詩には光明透徹して一点の【翳】あらしむべからず,かげ,"関連熟語：暗翳（アンエイ）
★翳（かげ）
1.光があたらない暗い所。かげり。くもり。
2.どこか暗い感じ。〈漢字ペディア〉"
B1130,4,允に厥の徳を【迪】む,ふ,"関連熟語：迪哲（テキテツ）
★迪む（ふ-む）
ふみ従う。実行する。〈漢辞海〉"
B1131,4,鋭い【鴃】の鳴き声が空に響く,もず,"関連熟語：鴃舌（ゲキゼツ）★百舌／鶪／鴃（もず）
モズ科の鳥。低山にすむ。頭と背は赤褐色。腹は白色。カエルなどを捕食。秋、「キイーキイー」と鋭い声で高鳴きする。〈漢字ペディア〉"
B1132,4,於転婆娘のお【傅】に手を焼く,もり,"関連熟語：師傅（シフ）
★傅（もり）
子どもなどに付き添って世話をする人。付き人。また、養育係。〈漢字ペディア〉"
B1133,4,翁は【儼】かに僮僕に命じた,おごそ,"関連熟語：儼乎（ゲンコ）
★厳か／儼か（おごそ-か）
いかめしくおもおもしいさま。がっしりと構えたようす。〈漢字ペディア〉"
B1134,4,何を【恙】えて已まざるか,うれ,"関連熟語：恙憂（ヨウユウ）
★恙える（うれ-える）
心配する。〈漢辞海〉"
B1135,4,伽藍を建てて美迹を【旌】す,あらわ,"関連熟語：旌表（セイヒョウ）
★旌す（あらわ-す）
1.はっきりと目立つように表彰する。
2.表示する。〈漢辞海〉"
B1136,4,価を誇り技巧に【慠】る,おご,関連熟語：慠慢（ゴウマン）
B1137,4,嘉き名普く【曁】り、衆に欽仰せられむ,いた,関連熟語：--
B1138,4,夏は多く薪を積み、冬は則ち之を【煬】く,や,"関連熟語：煬竈（ヨウソウ）
★煬く（や-く）
盛んに燃やす。〈漢辞海〉"
B1139,4,河漢の【冱】れども寒（こご）えしむる能はず,こお,"関連熟語：冱寒（ゴカン）
★冱る／沍る（こお-る）
凍結する。〈漢辞海〉"
B1140,4,河中より【箆撓】め形に押し流される,"のた
のだ","関連熟語：--
★箆撓め形（のた-め-がた／のだ-め-がた）
1.ななめ。すじかい。
2.こじれていること。ひねくれていること。〈大辞泉〉
★「篦撓め(のた-め:矢竹のそりをためなおすこと。また、そのための道具)」が、斜めに溝を彫ったものであるところから。"
B1141,4,火鉢の前に蹲踞して手を【煬】る,あぶ,"関連熟語：煬竈（ヨウソウ）
★煬る（あぶ-る）
物を火にあててかわかす。〈漢字ペディア〉"
B1142,4,花、紅にしてまた来たりて【覿】わん,あ,"関連熟語：私覿（シテキ）
★覿う（あ-う）
会見する。人と面会する。まみえる。〈漢字ペディア〉"
B1143,4,我が覃耜を以て載を南畝に【俶】む,はじ,"関連熟語：俶載（シュクサイ）
★俶めて（はじ-めて）
最初に。〈漢辞海〉"
B1144,4,我また【奚】をか覓めん,なに,関連熟語：--
B1145,4,画に出来ない情を【咏】う,うた,関連熟語：--
B1146,4,海は万水を【涵】れ、春は万物を育む,い,"関連熟語：海涵（カイカン）
★涵れる（い-れる）
1.包み込む。納める。
2.寛容にする。〈漢辞海〉"
B1147,4,海図波濤に【拆】け、旧繡移りて曲折す,さ,"関連熟語：拆字（タクジ）
★拆く（さ-く）
分ける。割ける。〈漢辞海〉"
B1148,4,海内戎服久しくして朝廷【晏】らかなり,やす,"関連熟語：晏如（アンジョ）
★晏らか（やす-らか）
静かなさま。〈漢辞海〉"
B1149,4,開けて見たよりも【慥】かだ,たし,"関連熟語：--
★慥か（たし-か）
おそらく。たぶん。まちがいなく。〈漢字ペディア〉"
B1150,4,葛の【覃】びて中谷に施（うつ）る,の,関連熟語：覃及（タンキュウ）
B1151,4,褐寛博と雖も吾【惴】れざらんや,おそ,"関連熟語：惴慄（ズイリツ）
★惴れる（おそ-れる）
こわがってびくびくする。また、胸がどきどきする。〈漢字ペディア〉"
B1152,4,敢えて弓を【彎】きて怨みに報いず,ひ,"関連熟語：彎弓（ワンキュウ）
★彎く（ひ-く）
矢を放つ。弓を引く。〈漢辞海〉"
B1153,4,汗流れて背を【浹】す,"うるお
とお","関連熟語：濡浹（ジュショウ）
★浹う（うるお-う）
水がしみとおる。ぬらす。〈漢辞海〉"
B1154,4,竿を肩にし【畚】を手にする釣客である,ふご,"関連熟語：--
★畚（ふご）
1.「畚(もっこ)」に同じ。
2.釣った魚を入れる竹かご。びく。〈漢字ペディア〉"
B1155,4,眼【暈】むに夜書多し,くら,"関連熟語：眩暈（ゲンウン）
★暈む（くら-む）
目がくらむ。〈漢辞海〉"
B1156,4,顔色は衰え、目縁は【黝】ずんでいた,くろ,"関連熟語：黯黒（アンコク）
★黯い（くろ-い）
黒色である。きわめてくろい。まっくろ。〈漢字ペディア〉"
B1157,4,器無きも民前に【滔】まる,あつ,"関連熟語：--
★滔まる（あつ-まる）
わきたつように集まる。〈漢辞海〉"
B1158,4,鬼も十八【屁屎葛】も花盛り,へくそかずら,"関連熟語：--
★屁糞葛／屁屎葛（へくそかずら）
アカネ科のつる性多年草。山野に自生。夏、ラッパ形で外が白色、中が紅紫色の小花をつけ、黄褐色の丸い実を結ぶ。ヤイトバナ。〈漢字ペディア〉"
B1159,4,杵頭降りて米穀【摏】けるなり,つ,関連熟語：--
B1160,4,玉石同じ【匱】に在り,"ひつ
はこ","関連熟語：金匱（キンキ）
★匱／櫃（ひつ）
1.ふたのある大きい箱。
2.めしびつ。おひつ。おはち。〈漢字ペディア〉"
B1161,4,玉石同じく【糅】え、一概にして相量る,まじ,"関連熟語：雑糅（ザツジュウ）
★糅える（まじ-える）
混ぜて区別できないようにする。〈漢辞海〉"
B1162,4,禁裏御用の商人たちが【掾】の名乗りを暖簾に掲げる,じょう,"関連熟語：--
★掾（じょう）
1.律令制の官職の一つ。
2.江戸時代以降、浄瑠璃の太夫(ﾀﾕｳ)に国名とともに与えられた称号。〈漢字ペディア〉"
B1163,4,禽離れ獣【迸】る,はし,"関連熟語：奔迸（ホウヘイ）
★迸る（はし-る）
ちりぢりに逃げる。散る。〈漢辞海〉"
B1164,4,桑門俗を【蠹】なう,そこ,"関連熟語：蠹害（トガイ）
★蠹なう（そこ-なう）
損害を与える。やぶる。〈漢辞海〉"
B1165,4,君に事え三たび違るも【竟】を出でず,さかい,関連熟語：越竟（エッキョウ）
B1166,4,軽舟川を【竟】り、江に傍い浦に依る,わた,"関連熟語：--
★竟る（わた-る）
満ちつらなる。〈漢辞海〉"
B1167,4,血を【瀝】ぎて以て辞を書す,そそ,関連熟語：瀝血（レッケツ）
B1168,4,月落ち烏【啼】いて霜天に満つ,な,"関連熟語：啼哭（テイコク）
★啼く（な-く）
1.涙を流し、声をあげて泣き叫ぶ。
2.鳥や獣などが声を発する。〈漢字ペディア〉"
B1169,4,言を【纘】めて以て文をなす,あつ,"関連熟語：纘述（サンジュツ）
★纘める／纂める（あつ-める）
集め合わせる。編集する。〈漢辞海〉"
B1170,4,古文を【撥】き詩書を焚く,のぞ,"関連熟語：撥去（ハッキョ）
★撥く（のぞ-く）
排除する。払いさる。〈漢辞海〉"
B1171,4,虎を暴（う）ち河を【馮】る,かちわた,"関連熟語：馮河（ヒョウガ）
★馮る（かちわた-る）
川を歩いて渡る。〈漢辞海〉"
B1172,4,五疋の【騾】を曳いて来た,らば,関連熟語：騾馬（ラバ）
B1173,4,吾が車に膏し、吾が馬に【秣】う,まぐさか,"関連熟語：秣馬（マツバ）
★秣う（まぐさか-う）
馬にえさを与えて飼う。〈漢辞海〉"
B1174,4,御殿のあった【城址】は草が長じていた,しろあと,"関連熟語：城址（ジョウシ）
★城跡／城址（しろあと）
昔、城のあったところ。城のあった旧跡。じょうし。〈日本国語大辞典〉"
B1175,4,公子の【紿】くことを悪む,あざむ,"関連熟語：紿告（タイコク）
★紿く／詒く（あざむ-く）
だます。〈漢辞海〉"
B1176,4,公子商人は【驟】国に施す,しばしば,関連熟語：--
B1177,4,孝弟を【趨】し、時を以て順脩す,うなが,"関連熟語：督趨（トクソク）
★趨す（うなが-す）
1.しむける。
2.催促する。〈漢辞海〉"
B1178,4,工なりと雖も【窘】る,せま,関連熟語：艱窘（カンキン）
B1179,4,江碧にして鳥は【逾】白し,いよいよ,"関連熟語：--
★逾／愈（いよいよ）
1.ますます。さらにいっそう。
2.とうとう。ついに。〈漢字ペディア〉"
B1180,4,溝渠を【濬】えて川にいたる,さら,"関連熟語：濬川（シュンセン）
★濬う／浚う（さら-う）
水底を搔いて泥などを取り除く。〈漢字ペディア〉"
B1181,4,溝洫を【仞】り土方を物（み）る,はか,"関連熟語：--
★仞る（はか-る）
深さを測る。〈漢辞海〉"
B1182,4,皇帝を【詒】き万金を貪る,あざむ,"関連熟語：欺詒（ギタイ）
★詒く／紿く（あざむ-く）
だます。〈漢辞海〉"
B1183,4,行色【黯】くして秋将に暮れんとす,くら,"関連熟語：黯澹（アンタン）
★黯い（くら-い）
奥深くて表にあらわれてこない。陰気である。また、気がめいるさま。〈漢字ペディア〉"
B1184,4,合図の【燧】が太虚へ上がる,のろし,"関連熟語：烽燧（ホウスイ）
★燧（のろし）
辺境警備において警報のために火を燃やして上げるけむり。〈漢辞海〉"
B1185,4,国破れて心【仍】在り,なお,"関連熟語：--
★仍（なお）
依然として。従来のまま。〈漢辞海〉"
B1186,4,腰を【跼】めて恐る恐る近寄った,かが,"関連熟語：跼足（キョクソク）
★跼む（かが-む）
足や背などを曲げ、体をちぢこませる。せぐくまる。〈漢字ペディア〉"
B1187,4,今日まで【噫】にも出さずにいた,おくび,"関連熟語：噫気（アイキ）
★噫（おくび）
胃からのぼってくる、げっぷ。〈漢辞海〉"
B1188,4,沙丘鉅鹿を去ること【斂】三百里,ほぼ,"関連熟語：--
★斂（ほぼ）
不足し、満たないさま。〈漢辞海〉"
B1189,4,坐すること【尸】の如し、立つこと斉の如し,かたしろ,"関連熟語：尸祝（シシュク）
★尸／形代（かたしろ）
1.神を祭るとき、神霊の代わりに置くもの。
2.みそぎやおはらいのときに用いる、人の形に切り抜いた白い紙。これで人の体をなで、災いを移して川に流した。
3.身代わり。〈漢字ペディア〉"
