ID,難易度,問題,指定,語群,解答,問題熟語の意味,解答熟語の意味
H0824,3,【致仕】,対義語,"れいそく
かんろく
ふこ","干禄
干祿","▼【致仕／致事】チシ／チジ
1.官職を辞任すること。
2.七十歳の異称。昔、中国では七十歳で官職を辞任したことから。〈漢字ペディア〉","▼〔干禄〕カンロク
1.禄（武士の給与）を求めること。仕官を望むこと。
2.天からの福を求めること。天の恵みを願うこと。〈漢字ペディア〉"
H0825,3,【蓄財】,対義語,"しょうきん
げきろう
りゅうえい",銷金,"▼【蓄財】チクザイ
金銭や財産をためること。また、そのためたもの。〈漢字ペディア〉","▼〔銷金〕ショウキン
1.金属をとかすこと。また、とかした金属。
2.金箔(ｷﾝﾊﾟｸ)を散らして飾ること。
2.金銭を浪費すること。〈漢字ペディア〉"
H0826,3,【中原】,対義語,"しえい
こじ
こっか",四裔,"▼【中原】チュウゲン
1.広い野原の中央。
2.中国の黄河中流地域で、漢民族の起こった地。
3.国の中央部。転じて、政権争いの場。〈漢字ペディア〉","▼〔四裔〕シエイ
四方の遠いはて。また、四方のはての未開の国。〈漢字ペディア〉"
H0827,3,【長生】,対義語,"うゆう
こうり
ようこん",夭昏,"▼【長生】チョウセイ
長生きをすること。長命。〈日本国語大辞典〉","▼〔夭昏〕ヨウコン
わかじに。〈字源〉"
H0828,3,【点額】,対義語,"きょがん
ほりゅう
せっけい",折桂,"▼【点額】テンガク
1.額に字や画をかくこと。
2.試験に落第すること。鯉(ｺｲ)が竜門を登れば竜となり、失敗すれば額に傷をつけて帰るという伝説から。〈漢字ペディア〉","▼〔折桂〕セッケイ
1.中国、唐以降、進士の試験に首席で合格すること。
2.令制で、官人登用試験の策試に合格すること。〈日本国語大辞典〉
★晋の郤詵(ｹﾞｷｾﾝ)が武帝の問いに答えて己の対策は天下第一、なお桂林の一枝、崑山の片玉の如しといったという故事から。"
H0829,3,【入相】,対義語,"ちめい
きょうしょう
きか",遅明,"▼【入相】いりあい
1.夕暮れ。日がくれるころ。
2.「入相の鐘」の略。夕方、寺でつく鐘。〈漢字ペディア〉","▼〔遅明〕チメイ
夜が明けるころ。〈漢字ペディア〉
★明(ﾒｲ)を遅(ﾏ)つ意から。"
H0830,3,【八尋】,対義語,"しゅうごう
ほうじょう
とくど",秋毫,"▼【八尋】やひろ
非常に長いこと。また、非常に大きいこと。〈日本国語大辞典〉","▼〔秋毫〕シュウゴウ
秋に生え変わったばかりの、細くて先端の鋭い獣類の毛。転じて、きわめて微細なこと。わずかなこと。〈日本国語大辞典〉"
H0831,3,【八咫】,対義語,"しゅゆ
きゅうじん
けんてき",涓滴,"▼【八咫】やた／やあた
長いこと。巨大なこと。〈漢字ペディア〉","▼〔涓滴〕ケンテキ
しずく。水のしたたり。転じて、小さなもの。わずかなもの。〈漢字ペディア〉"
H0832,3,【微賤】,対義語,"かったつ
こかん
うんしょう",雲霄,"▼【微賤】ビセン
身分･地位が低くて、卑しいこと。また、その人。≒卑賤〈漢字ペディア〉","▼〔雲霄〕ウンショウ
1.雲のある空。空。
2.宮中。また、高い地位のたとえ。青雲。〈日本国語大辞典〉"
H0833,3,【方輿】,対義語,"しゆい
たいきょ
てんばく","太虚
大虚","▼【方輿】ホウヨ
地球。大地。坤輿。〈日本国語大辞典〉
★地は方形で、万物を載せると考えたところからいう。","▼〔太虚／太虚〕タイキョ
1.おおぞら。虚空。
2.中国、宋の張載(ﾁｮｳｻｲ)の宇宙万物の生成論。宇宙の本体である気が、運動して空虚になっている状態をいう。〈漢字ペディア〉"
H0834,3,【豊壌】,対義語,"じんよ
がんこ
せきろ",斥鹵,"▼【豊壌】ホウジョウ
土地がよく肥えていること。また、そのさまや、その土地。〈日本国語大辞典〉","▼〔斥鹵〕セキロ
塩気のある土地。塩分を含んでいる不毛の地。〈日本国語大辞典〉"
H0835,3,【末班】,対義語,"しょうじょう
きゃっこう
かんべん",冠冕,"▼【末班】マッパン
すえの班次。低い位。末位。〈日本国語大辞典〉","▼〔冠冕〕カンベン
1.かんむり。「冕」は礼装用のかんむりの意。
2.第一位。首位。
3.地位の高い役人。高官。〈漢字ペディア〉"
H0836,3,【無始】,対義語,"ばんきん
すいきょ
ゆうび","輓近
輓今","▼【無始】ムシ
1.はじめとするときがないこと。どこから始まったか、よくわからないこと。天地未分化の状態。混沌。太初。
2.(果にはかならず因があって、その因はどこまでたどってもはてしがないところから)仏語。はじめがないこと。無限に遠い昔。転じて、遠い過去。大昔。〈日本国語大辞典〉","▼〔輓近／輓今〕バンキン
ちかごろ。最近。近来。〈大辞泉〉
1.近ごろ。近年。
2.古代に対して、最近の世。〈漢字ペディア〉"
H0837,3,【命日】,対義語,"たんしん
びょうとう
おうこ",誕辰,"▼【命日】メイニチ
毎年または毎月の、その人が死んだのと同じ日。≒忌日〈漢字ペディア〉","▼〔誕辰〕タンシン
生まれた日。誕生日。〈漢字ペディア〉"
H0838,3,【孟陬】,対義語,"さいにち
しょうか
びょうしゅん",杪春,"▼【孟陬】モウスウ
陰暦正月の異称。孟春。〈日本国語大辞典〉","▼〔杪春〕ビョウシュン
春の末。暮れの春。陰暦三月ころ。≒暮春〈漢字ペディア〉"
H0839,3,【庸医】,対義語,"かんじゃく
しりん
こくしゅ",国手,"▼【庸医】ヨウイ
治療のうまくない医者。平凡な医者。藪医者。〈日本国語大辞典〉","▼〔国手〕コクシュ
1.医者の敬称。名医。国を医する名手の意。
2.囲碁の名人。〈漢字ペディア〉"
H0840,3,【抑損】,対義語,"れいたい
こっか
きょうばつ",矜伐,"▼【抑損／抑遜】ヨクソン
おさえてひかえめにすること。慢心をおさえてへりくだること。〈日本国語大辞典〉","▼〔矜伐〕キョウバツ
他人よりもすぐれていると自負し、おごりたかぶること。また、そのさま。驕慢。〈日本国語大辞典〉"
H0841,3,【乱杙歯】,対義語,"ろくさい
こさい
しっそ",瓠犀,"▼【乱杙歯／乱杭歯】ランぐいば
重なり合うなどして、ひどくふぞろいに生えた歯。歯並びの特に悪い歯。乱杭。〈日本国語大辞典〉","▼〔瓠犀〕コサイ
ひさごの種子。白く並んだ美人の歯をたとえて言う語。〈日本国語大辞典〉"
H0842,3,【蘭交】,対義語,"だんきん
きんげき
ようこん",釁隙,"▼【蘭交】ランコウ
蘭(ﾗﾝ)の花の香りのように美しいつきあいのたとえ。心を許し合った交友にいう。≒蘭契〈漢字ペディア〉","▼〔釁隙〕キンゲキ
物事のすきま。また、不和。仲たがい。〈漢字ペディア〉"
H0843,3,【哄笑】,対義語,"ちんじん
ぎょっきょう
きゅうけつ",泣血,"▼【哄笑】コウショウ
大勢の人が大声で笑うこと。どよめき笑うこと。〈漢字ペディア〉
大きな声でどっと笑うこと。≒高笑〈漢字源〉","▼〔泣血〕キュウケツ
血が出ると思われるほど涙をながして泣くこと。非常に悲しみ泣くこと。血の涙。〈漢字ペディア〉"
H0844,3,【嘲罵】,対義語,"しょうじ
ちゅうりん
おうが",頌辞,"▼【嘲罵】チョウバ
あざけりののしること。≒罵倒、⇔称賛・賛嘆〈漢字ペディア〉","▼〔頌辞〕ショウジ
人徳や功績などをほめたたえることば。賛辞。賞辞。頌詞。〈日本国語大辞典〉"
H0845,3,【坎日】,対義語,"ごむにち
そうこう
きっしん",吉辰,"▼【坎日】カンニチ
陰陽道で、諸事を凶とする日。外出などを控えるとされる。〈漢字ペディア〉","▼〔吉辰〕キッシン
めでたい日。よい日。≒吉日、佳辰〈漢字ペディア〉"
H0846,3,【幺麼】,対義語,"りゅうじょう
ほうたい
えきよう",蜂蠆,"▼【幺麼】ヨウマ
小さいこと。取るに足りないこと。また、そのような人。〈漢字ペディア〉","▼〔蜂蠆〕ホウタイ
ハチとサソリ。小さくても恐ろしいもののたとえ。〈漢字ペディア〉"
H0847,3,【慍色】,対義語,"さんがん
はいかい
かんきょう","緩頰
緩頬","▼【慍色】ウンショク／オンショク
腹を立てて、むっとした顔つき。おんしょく。〈大辞泉〉
憤り、うらむ顔つき。むっとした顔色･様子。≒慍容〈漢辞海〉","▼〔緩頰〕カンキョウ
1.顔色を和らげること。また、顔色を和らげて婉曲に話すこと。
2.「緩頰を煩わす」の略。自分のことを人に託して話してもらうこと。〈漢字ペディア〉"
H0848,3,【昊天】,対義語,"きょうきょく
まいそう
ちい",地維,"▼【昊天】コウテン
1.広く大きい空。大空。天。
2.夏の空。〈漢字ペディア〉","▼〔地維〕チイ
大地。〈日本国語大辞典〉
★大地をささえていると考えられる綱の意。"
H0849,3,【杞梓】,対義語,"ちょれき
こっとつ
ふんゆ","樗櫟
樗櫪
樗檪","▼【杞梓】キシ
杞（センダンまたはヤナギの一種）と梓（アカメガシワまたはトウキササゲ）。ともに良材として器物を作るのに用いられる。転じて、有用の材。〈日本国語大辞典〉","▼〔樗櫟／樗櫪〕チョレキ
役に立たないもの。また、自分をへりくだっていう語。樗散。〈日本国語大辞典〉
★樗はニワウルシの意、櫟はクヌギの意でともに材木としては役に立たないことから。"
H0850,3,【殤死】,対義語,"きんゆ
てんそ
じゅこう",寿考,"▼【殤死】ショウシ
若くて死ぬこと。わかじに。はやじに。夭死。夭折。〈日本国語大辞典〉","▼〔寿考〕ジュコウ
長生き。長命。〈漢字ペディア〉"
H0851,3,【磊塊】,対義語,"れっぱく
りゅうりょう
せいげつ",霽月,"▼【磊塊／磊嵬】ライカイ
1.積み重なった多くの石のかたまり。
2.積み重なった不平や不満。
3.心中が穏やかでないさま。〈漢字ペディア〉","▼〔霽月〕セイゲツ
1.雨上がりに出る月。また、晴れ渡った空の月。
2.なんの曇り（心のわだかまり）もない、心境のたとえ。〈漢字ペディア〉"
H0852,3,【耆老】,対義語,"こんこう
あいこく
すいちょう",垂髫,"▼【耆老】キロウ
1.老人。
2.年老いて徳の高い人。〈漢字ペディア〉
★「耆」は、六十歳。「老」は、七十歳の意。","▼〔垂髫〕スイチョウ
1.子どもの垂れた髪。さげがみ。また、髪をそのようにした子ども。垂髪。うない。
2.幼い時。幼時。幼年。〈日本国語大辞典〉"
H0853,3,【脣歯】,対義語,"げきふ
れいたく
すいか",水火,"▼【脣歯／唇歯】シンシ
1.くちびると歯。
2.互いに利害関係が密接であること。唇歯輔車。〈日本国語大辞典〉","▼〔水火〕スイカ
1.水と火。
2.出水と火事。
3.非常に危ないことと苦しいこと。
4.ひどく仲が悪いこと。〈漢字ペディア〉"
H0854,3,【駑駘】,対義語,"きゅうろう
ぼうよう
えいだつ","穎脱
頴脱","▼【駑駘】ドタイ
1.のろい馬。
2.転じて、才能が劣っていること。また、その人。〈大辞林〉
≒駑馬
1.のろい馬。鈍い馬。
2.鈍才。劣った人。〈漢字ペディア〉","▼〔穎脱〕エイダツ
才能が群を抜いてすぐれていること。〈漢字ペディア〉
★袋に入れた錐(ｷﾘ)の先が布を突き抜けて外に出るという意から。"
H0855,3,【鬩牆】,対義語,"がいはく
ゆうう
きんじ",友于,"▼【鬩牆】ゲキショウ
兄弟げんか。うちわもめ。〈漢字ペディア〉「兄弟(ｹｲﾃ)牆(ｶｷ)に鬩(ｾﾒ)げども外(ｿﾄ)其(ｿ)の務(ｱﾅﾄﾞ)りを禦(ﾌｾ)ぐ」による言葉。","▼〔友于〕ユウウ
兄弟の仲が良いこと。転じて、兄弟。はらから。〈日本国語大辞典〉
★「友于兄弟（兄弟(ｹｲﾃｲ)に友(ﾕｳ)たり）」の前半を掲げて、後半部の意味を表す修辞法。"
H0856,3,【𠮟正】,類義語,"えいふ
きょうげき
きどう",郢斧,"▼【𠮟正】シッセイ
1.しかって正しく直すこと。
2.詩文などの添削を受けるときに、謙遜していう語。〈漢字ペディア〉","▼〔郢斧〕エイフ
詩文の添削を頼むときに使う語。〈漢字ペディア〉
★郢の大工の名人石(ｾｷ)が、人の鼻についた壁土を斧(ｵﾉ)ひとふりでけがもなく削りとった故事から。"
H0857,3,【曬書】,類義語,"はんどく
だっさいぎょ
ばくりょう",曝涼,"▼【曬書／晒書】サイショ
書物を日にさらして虫干しをする。≒曝書(ﾊﾞｸｼｮ)〈漢字ペディア〉","▼〔曝涼〕バクリョウ
衣類や本類･道具類などを日に当てて、風を通すこと。虫干し。〈漢字ペディア〉"
