ID,難易度,問題,読み,解答,別答,意味,出典
D1222,3,死灰____,しかいふくねん,復然,復燃,"➡死灰復然／死灰復燃（しかいふくねん）
一度衰えた勢力が再び盛り返すたとえ。また、一度収束したことが再発するたとえ。〈漢字ペディア〉
★「然」は、燃える。
類：寒灰復然（かんかいふくねん）
「死灰復(ﾏﾀ)然(ﾓ)ゆ」",＊『史記-韓長孺伝』
D1223,3,世運____,"せうんりゅうたい
せいうんりゅうたい",隆替,,"➡世運隆替（せうんりゅうたい／せいうんりゅうたい）
世の気運が時代とともにあるいは盛んとなり、あるいは衰えること。〈漢検四字熟語辞典〉
★「世運」は、時代の気運、時勢。
★「隆替」は、時勢の栄えることと衰えること。
類：栄枯盛衰（えいこせいすい）／類：栄枯浮沈（えいこふちん）",＊『不明』
D1224,3,____心離,ぼうごうしんり,貌合,,"➡貌合心離（ぼうごうしんり）
交際するのに表面だけで誠意のないたとえ。〈漢検四字熟語辞典〉
★「貌」は、外に現れる形。
★表向きは合わせているが、心は離れているという意。",＊『素書-遵義』
D1225,3,興味____,きょうみさくぜん,索然,,"➡興味索然（きょうみさくぜん）
関心が薄れていくさま。また、面白味がないさま。〈漢字ペディア〉
★「索然」は、尽きてなくなる意。",＊『坪内逍遥-小説神髄･上』
D1226,3,____隻鶏,としゅせきけい,斗酒,,"➡斗酒隻鶏（としゅせきけい）
亡き友を哀悼するたとえ。〈漢字ペディア〉
★一斗の酒と一羽の鶏(ﾆﾜﾄﾘ)は死者を祭るのに用いた。
★中国、魏の曹操(ｿｳｿｳ)は親友の橋玄(ｷｮｳｹﾞﾝ)と、互いの死後、酒と鶏(ﾆﾜﾄﾘ)で墓をまつることはやめようと約束したが、橋玄の死後この言葉の奥に深い友情を感じて、その墓に詣でたという故事から。曹操が思い出を述べた文の言葉。",＊『後漢書-橋玄伝』
D1227,3,____天光,しょうかてんこう,上下,,"➡上下天光（しょうかてんこう）
空も水も光り輝いていること。〈漢字ペディア〉
★「上下」は、さまざまな意を持つが、ここでは天地、なかでも空と水の意。
★「天光」は、日光と同意だが、ここでは霊妙な光の意。",＊『范仲淹-岳陽楼記』
D1228,3,虚霊____,きょれいふまい,不昧,,"➡虚霊不昧（きょれいふまい）
天性の徳のすぐれて明らかなることをいう。〈日本国語大辞典〉
★天から享(ｳ)ける明徳の精神は清浄霊妙で、邪欲に昧(ｸﾗ)まされることなく、それ自体は空であるが万物に対し鏡のように照応するの意。",＊『朱熹-大学章句』
D1229,3,____不離,そうそくふり,相即,,"➡相即不離（そうそくふり）
密接な関係で切り離すことができないこと。〈漢検四字熟語辞典〉
★「相即」は、仏教語で、万物の本質は一つに溶け合って一体であるということ。",＊『和辻哲郎-風土･一』
D1230,3,縦塗____,じゅうとおうまつ,横抹,,"➡縦塗横抹（じゅうとおうまつ）
乱雑に書きなぐること。〈漢字ペディア〉
★縦に塗り横に塗り消す意から、縦横に書いたり消したりすること。",＊『孟子-滕文公･上』
D1231,3,____万選,せいせんばんせん,青銭,,"➡青銭万選（せいせんばんせん）
非常にすぐれた文章のたとえ。科挙の試験に必ず合格するほどの文章のこと。〈漢字ペディア〉
★青銅でできた銭は、粗悪な材料で作った銭に混ぜても、一万回選んで一万回間違いなく選び取ることができるということから。
類：椽大之筆（てんだいのふで）",＊『唐書-張薦伝』
D1232,3,____洗胃,いんかいせんい,飲灰,,"➡飲灰洗胃（いんかいせんい）
心の奥底から改心すること。〈漢字ペディア〉
★中国、斉の高帝が、罪を犯した笠景秀(ﾘｭｳｹｲｼｭｳ)について荀伯玉(ｼﾞｭﾝﾊｸｷﾞｮｸ)に問うたところ、「彼は、もし悔い改めるのを許していただけるならば刀を吞んで腸を削り、灰を飲んで胃を清めましょう、と申しております」と答えた故事から。
類：吞刀刮腸（どんとうかっちょう）
「灰を飲んで胃を洗う」",＊『南史-荀伯玉伝』
D1233,3,____量力,たくとくりょうりき,度徳,,"➡度徳量力（たくとくりょうりき）
自分の人望と力量を推しはかった上で、事にあたること。身のほどを知ること。〈漢字ペディア〉
★徳を度(ﾊｶ)り、力を量るという意から、身の程を知ることをいう。
「徳を度(ﾊｶ)り力を量(ﾊｶ)る」",＊『春秋左氏伝-隠公一一年』
D1234,3,百舎____,ひゃくしゃちょうけん,重繭,,"➡百舎重繭（ひゃくしゃちょうけん）
困難を乗り越えて遠路を行くこと。〈漢検四字熟語辞典〉
★「百舎」は、百日宿泊する。また、百里行って一泊すること。
★「重繭」は、胼胝(ﾀｺ)をたくさん作る意。重趼(ﾁｮｳｹﾝ)。
★長い道のりの旅で、足に胼胝をたくさん作る意から。",＊『荘子-天道』
D1235,3,朝成____,ちょうせいぼき,暮毀,,"➡朝成暮毀（ちょうせいぼき）
建物などの造営が盛んなことのたとえ。〈漢検四字熟語辞典〉
★朝に完成して夕べには壊す（毀）意。
「朝(ｱｼﾀ)に成(ﾅ)り暮れに毀(ｺﾎﾞ)つ」",＊『宋書-少帝紀』
D1236,3,改頭____,かいとうかんめん,換面,,"➡改頭換面（かいとうかんめん）
表面上変わったようでも、内実は変わらないたとえ。〈漢字ペディア〉
★古い顔が表しい顔に変わる意。
「頭(ｺｳﾍﾞ)を改め面(ﾒﾝ)を換(ｶ)う」」
類：改頭換尾（かいとうかんび）",＊『寒山-詩三百三首』
D1237,3,____万里,かいぜんばんり,階前,,"➡階前万里（かいぜんばんり）
遠くのことが手近にあるかのように分かること。天子が地方の政治状況を宮殿の階段の前にあるかのようによく知っていて、臣下は天子を欺くことができないこと。〈漢字ペディア〉
★「階前」は、階段の前、庭前。宮殿の階段の前の意。",＊『十八史略-唐･宣宗』
D1238,3,残山____,ざんざんじょうすい,剰水,,"➡残山剰水（ざんざんじょうすい）
戦乱のあとに残った荒廃した山川の自然。滅ぼされた国の山水。また、すべてを描ききらず部分を描いて余白を大きく残し、かえって自然の雄大な姿を描き出す山水画の描き方。〈漢字ペディア〉
類：剰水残山（じょうすいざんざん）",＊『范成大-与胡経仲陳朋元遊照山堂詩』
D1239,3,一言____,"いちごんほうおん
いちげんほうおん",芳恩,,"➡一言芳恩（いちごんほうおん／いちげんほうおん）
たったひとこと声をかけられたことを恩に感じ、感謝すること。また、その人を主人と仰ぐこと。〈漢字ペディア〉
★「芳恩」は、人から受けた恩の敬称。ご恩。おかげ。",＊『太平記-一〇』
D1240,3,熱願____,ねつがんれいてい,冷諦,,"➡熱願冷諦（ねつがんれいてい）
熱心に願うことと、冷静に物事の本質を見きわめること。〈漢字ペディア〉
★「諦」は、明らかによく見る。",＊『不明』
D1241,3,____対白,ちゅうこうたいはく,抽黄,,"➡抽黄対白（ちゅうこうたいはく）
美しい色を適切に配合すること。また、対句(ﾂｲｸ)を用いて巧みに美しい文章を作ること。〈漢字ペディア〉
★「抽黄」は、黄色を抜き出すこと。
★「対白」は、白に対する意。
「黄(ｺｳ)を抽(ﾇ)きて白(ﾊｸ)に対(ﾀｲ)す」",＊『柳宗元-乞巧文』
D1242,3,陵谷____,りょうこくせんぼう,遷貿,,"➡陵谷遷貿（りょうこくせんぼう）
世の中の移り変わりの激しいこと。〈漢検四字熟語辞典〉
★「遷貿」は、移り変わること。遷易(ｾﾝｴｷ)に同じ。
★高く大きな丘陵が浸食されて険しい谷になり、深い谷がいつの間にか丘陵になる意。
類：陵谷変遷（りょうこくへんせん）／類：桑田滄海（そうでんそうかい）／類：滄桑之変（そうそうのへん）／類：陵谷之変（りょうこくのへん）",＊『詩経-小雅･十月之交』
D1243,3,____河清,しょうひかせい,笑比,,"➡笑比河清（しょうひかせい）
非常に真面目でめったに笑わないこと。〈漢字ペディア〉
★「河清」は、常に黄色く濁って澄むことのない黄河の水が澄む意。
★澄むことのない黄河が澄むのと同じほど笑うことがない意。
「笑いを河清に比(ﾋ)す」",＊『宋史-包拯伝』
D1244,3,浮声____,ふせいせっきょう,切響,,"➡浮声切響（ふせいせっきょう）
高く軽い声と低く重い声。音韻の大きい小さい、高い低いをいう。〈漢字ペディア〉
★「浮声」は、軽い声。
★「切響」は、鋭いひびき。",＊『宋書-謝霊運伝･論』
D1245,3,____切至,こんとうせっし,懇到,,"➡懇到切至（こんとうせっし）
真心から親切を尽くすこと。また、真心を尽くして言い聞かせたり忠告したりすること。〈漢字ペディア〉
★「懇到」と「切至」は、懇ろで十分に行き届くこと。
類：懇切周到（こんせつしゅうとう）／類：懇切丁寧（こんせつていねい）",＊『言志録』
D1246,3,一筆____,いっぴつこうしょう,勾銷,勾消,"➡一筆勾銷／一筆勾消（いっぴつこうしょう）
これまでの全てを取り消すこと。〈漢検四字熟語辞典〉
★「勾」は、引く、引っ張る意。
★書いた文字を一筆さっと引いて一気に消してしまうことから。",＊『黄宗羲-寿族兄鎮悪七十･詩三首之二』
D1247,3,老成____,ろうせいじちょう,持重,,"➡老成持重（ろうせいじちょう）
十分に経験があり熟達していながら、そのうえさらに慎重なこと。〈漢字ペディア〉
★「老成」は、経験豊富で物事に慣れていること。
★「持重」は、重々しく大事をとる意。",＊『不明』
D1248,3,光彩____,こうさいりくり,陸離,,"➡光彩陸離／光采陸離（こうさいりくり）
美しい光がまばゆいばかりに乱れ輝くさま。〈漢字ペディア〉
★「光彩」は、美しい光･美しい色どりのこと。
★「陸離」は、きらきらと光り輝くさま。",＊『若月紫蘭-東京年中行事･八月暦』
D1249,3,率先____,そっせんすいはん,垂範,,"➡率先垂範（そっせんすいはん）
人の先に立って、模範を示すこと。〈漢字ペディア〉
★「垂範」は、模範を示す意。
類：実践躬行（ジッセンキュウコウ）／類：率先躬行（そっせんきゅうこう）",＊『軍隊内務令-綱領』
D1250,3,____八斗,しけんはっと,子建,,"➡子建八斗（しけんはっと）
人の才能をほめそやす言葉。〈漢字ペディア〉
★「子建」は、魏の曹植の字(ｱｻﾞﾅ)。
★「斗」は、容量の単位。一〇斗で一石。
★中国、南北朝時代、宋の詩人謝霊運が、三国時代の曹植(ｿｳｼｮｸ)の詩才を、天下全体を一石(ｲｯｺｸ)とすれば曹植は一人で八斗を有すると激賞した言葉から。",＊『蒙求-子建八斗』
D1251,3,追奔____,ついほんちくほく,逐北,,"➡追奔逐北（ついほんちくほく）
逃げる賊を追いかけること。〈漢検四字熟語辞典〉
「奔(ﾊｼ)るを追い北(ﾆ)ぐるを逐(ｵ)う」",＊『李陵-答蘇武書』
