ID,難易度,問題,解答,別答,意味,同音異義語用
I2258,5,一棒一条痕【イッカク】一掌血,一摑,一掴,"👉いちぼういちじょうこんいっかくいっしょうけつ。
精神の集中をたとえた禅語。〈故事俗信ことわざ大辞典〉
★打てば傷がつき、つかめば血が出るほどに性根を入れて行なう意。
＊『俚言集覧（増補）』",イッカク
I2259,5,人を取るに【ボウ】を以てす,貌,,"👉ひとをとるにぼうをもってす。
人を採用するときに、外見にごまかされて、実質を見定めずに判断すること。〈故事俗信ことわざ大辞典〉
★人物を登用するときに容貌の美醜だけを見て採用することの意。
＊『史記-仲尼弟子伝』",ボウ
I2260,5,【エンヨク】の謀,燕翼,,"👉えんよくのはかりごと。
祖先が子孫のために残した良いはかりごと、手段。また、賢臣が君主をよく補佐して示す政策。〈故事俗信ことわざ大辞典〉
★「燕」は、安んずる
★「翼」は、助ける。
＊『詩経-大雅･文王有声』",エンヨク
I2261,5,蓼虫【キサイ】に徙るを知らず,葵菜,,"👉りょうちゅうきさいにうつるをしらず。
それぞれ自分の好みに従って、他へ心を移さないことのたとえ。蓼(ﾀﾃﾞ)の虫(ﾑｼ)葵(ｱｵｲ)に移らず。〈故事俗信ことわざ大辞典〉
＊『楚辞-七諫･怨世』",キサイ
I2262,5,河、角を射れば夜作に堪え、【リセイ】没すれば水骨を生ず,犁星,,"👉か、かくをいればやさくにたえ、りせいぼっすればみずほねをしょうず。
天の川が角宿にかかれば夜なべの季節であり、犁星が没するころになると水がこおる季節である。〈故事俗信ことわざ大辞典〉
★「河」は、天の川。
★「角」は、東方に位置する角宿(ｽﾎﾞｼ＝二十八宿の一つ。乙女座の首星スピカなどからなる星宿）。
★「犁星」は、からすきぼし。オリオン座の中央部に三つ並んでいる星。
＊『古詩紀-前集一〇』",リセイ
I2263,5,牛溲馬勃【ハイコ】の皮,敗鼓,,"👉ぎゅうしゅうばぼつはいこのかわ。
価値の無いもの、役に立たないもののたとえ。〈故事俗信ことわざ大辞典〉
★「牛溲」は、牛の小便。
★「馬勃」は、馬の糞。
★「敗鼓」は、破れた太鼓。
＊『韓愈-進学解』",ハイコ
I2264,5,鉄桶を【ホントウ】す,翻倒,飜倒,"👉てっとうをほんとうす。
がんこな煩悩を抜け出て悟りをひらくこと。〈故事俗信ことわざ大辞典〉
＊不明",ホントウ
I2265,5,【ソウマ】の交,桑麻,,"👉そうまのこう。
桑や麻の作柄などを話しあうつきあい。農民どうしの田園の交際。政治や公務などのわずらわしい話をしない気楽な交際。〈故事俗信ことわざ大辞典〉
＊『杜甫-寄薛三郎中』",ソウマ
I2266,5,鴛鴦【シュウリョウ】して君の看るに従（まか）す,繡了,繍了,"👉えんおうしゅうりょうしてきみのみるにまかす。
自分の秘訣を人に知られるのをきらい、出し惜しみすること。〈故事俗信ことわざ大辞典〉
＊『元好問-論詩三首･其三』",シュウリョウ
I2267,5,【イラン】は未練の相,違乱,,"👉いらんはみれんのそう。
約束をたがえるのは優柔不断の証拠である。〈故事俗信ことわざ大辞典〉
＊『北条氏直時分諺留』",イラン
I2268,5,【コウケツ】未だ乾かず,口血,,"👉こうけついまだかわかず。
約束を結んでからまだ間がない。〈故事俗信ことわざ大辞典〉
★「口血」は、中国で、諸侯が盟約を結ぶ時に牛の耳から取ってすする血。
★盟約を結んだ時の血がまだ乾かない意。
＊『春秋左伝-襄公九年』",コウケツ
I2269,5,【リョウド】未だ乾かず,陵土,,"👉りょうどいまだかわかず。
天子の死後、間もないことをいう。〈故事俗信ことわざ大辞典〉
★「陵土」は、天子･天皇の墓所の土。
★天子の墓の土がまだ乾かない意。
＊『任昉-為斉明帝譲宣城郡公第一表』",リョウド
I2270,5,【タイコウ】は和せずして遺味あり,大羹,,"👉たいこうはかせずしていみあり。
宗廟の大礼に供える肉の汁には調味料を用いず、簡素な味のままとするが、これは、人民に口腹の欲、好悪の情を極めさせず、人道の中正を教えようとした先王のしきたりのしのばれる味である。〈故事俗信ことわざ大辞典〉
＊『礼記-楽記』",タイコウ
I2271,5,比近説ばざれば【シュウエン】を務むる無かれ,修遠,,"👉ひきんよろこばざればしゅうえんをつとむるなかれ。
近くの者と親しむのがたいせつである。根本にかえって身近なものを大事にすべきである。〈故事俗信ことわざ大辞典〉
★「比近」は、近隣、近所。
★近隣の者が喜ばないようであれば、遠くの者と交際をしないほうがよい意。
＊『説苑-建本』",シュウエン
I2272,5,【ヒキン】説ばざれば修遠を務むる無かれ,比近,,"👉ひきんよろこばざればしゅうえんをつとむるなかれ。
近くの者と親しむのがたいせつである。根本にかえって身近なものを大事にすべきである。〈故事俗信ことわざ大辞典〉
★「比近」は、近隣、近所。
★近隣の者が喜ばないようであれば、遠くの者と交際をしないほうがよい意。
＊『説苑-建本』",ヒキン
I2273,5,【ムルイ】の人,無累,,"👉むるいのひと。
わずらいのない人。物欲を超越した人。〈故事俗信ことわざ大辞典〉
＊『淮南子-精神訓』",ムルイ
I2274,5,目、鏡を失えば以て【シュビ】を正すこと無し,鬚眉,,"👉め、かがみをうしなえばもってしゅびをただすことなし。
人は常に道を鏡として己の身を正すべきであるというたとえ。〈故事俗信ことわざ大辞典〉
＊『韓非子-観行』",シュビ
I2275,5,【ラッシ】も無い,﨟次,"臈次
臘次","👉らっしもない。
1.秩序がない。順序、次第が整っていない。乱雑である。だらしがない。らちもない
2.つまらない。役にも立たない。〈故事俗信ことわざ大辞典〉
★「﨟次･臘次」は、法﨟(ﾎｳﾛｳ:僧尼の出家受戒後の年数)の順序。出家後の年数。また、物事の正しい順序。次第。
＊『寛永刊本蒙求抄-一〇』",ラッシ
I2276,5,陰行あれば【ショウメイ】あり,昭名,,"👉いんこうあればしょうめいあり。
隠れた善行のある者は、必ずいつかは輝く名誉が与えられる。陰徳あれば陽報あり。〈故事俗信ことわざ大辞典〉
＊『淮南子-人間訓』",ショウメイ
I2277,5,【キュウツウ】各命有り,窮通,,"👉きゅうつうおのおのめいあり。
人が困窮するのも、富み栄えるのも、人それぞれの定まった運命によるものである。〈故事俗信ことわざ大辞典〉
★「窮通」は、困窮と栄達。
＊『白居易-諭友詩』",キュウツウ
I2278,5,【サメイ】の士,佐命,,"👉さめいのし。
天命により天子となる人を助けて、天下の平定に功績のあった功臣。〈故事俗信ことわざ大辞典〉
★「佐」は、助ける。
★「命」は、天命を受けた天子の位。
＊『後漢書-馬武伝論』",サメイ
I2279,5,【リロウ】が明,離婁,,"👉りろうがめい。
視力･眼力のすぐれていること。〈故事俗信ことわざ大辞典〉
★離婁(離朱の異称)のすぐれた視力の意。
＊『孟子-離婁･上』",リロウ
I2280,5,【メンショウ】の譏り,面牆,面墻,"👉めんしょうのそしり。
無学のそしり。学問や知識がないという批判。〈故事俗信ことわざ大辞典〉
★「面牆」は、垣に対すること。見聞のせまいことのたとえ。垣に対すると前の方が見えないところからいう。
＊不明",メンショウ
I2281,5,博奕博労掏摸【ガンドウ】,強盗,,"👉ばくちばくろうすりがんどう。
悪い遊び、荒っぽい商売、不正なかせぎをするものを並べたことば。〈故事俗信ことわざ大辞典〉
★「博奕」は、金品を賭(ｶ)けて、さいころや花札などの勝負をすること。とばく。
★「博労」は、馬を売買･周旋する人。
★「掏摸」は、人ごみなどで人が身につけている金品を、本人に気づかれずに抜き取ること。また、その者。巾着(ｷﾝﾁｬｸ)切り。
★「強盗」は、強盗(ｺﾞｳﾄｳ)に同じ。
＊『諺語大辞典』",ガンドウ
I2282,5,猛勢【セッショ】なし,節所,"切所
殺所","👉もうぜいせっしょなし。
勇猛な軍勢の前では、どんな要害でも防ぐことができない。大軍に関所なし。〈故事俗信ことわざ大辞典〉
★「節所･切所･殺所」は、峠などの要害。
＊『柴田退治記』",セッショ
I2283,5,遠人に【ジボク】なし,耳目,,"👉えんじんにじぼくなし。
遠方の人物の顔には目、鼻、口、耳など細かい点は描き入れないのが画法である。〈故事俗信ことわざ大辞典〉
＊『譬喩尽-二』",ジボク
I2284,5,【シュクジュウ】に目の潰るる,宿執,,"👉しゅくじゅうにめのつぶるる。
前世で悪いことをしたために目が潰れる。〈故事俗信ことわざ大辞典〉
★「宿執」は、前世からの因縁。
＊『雲形本狂言･川上』",シュクジュウ
I2285,5,慢蔵は盗を誨え、【ヤヨウ】は淫を誨う,冶容,,"👉まんぞうはとうをおしえ、やようはいんをおしう。
倉庫の戸締まりをおろそかにすることは人に盗んでくれというようなものであり、女がなまめかしく化粧するのは人に淫らな心を起こさせるようそそのかしているようなものだ。〈故事俗信ことわざ大辞典〉
＊『易経-繫辞･上』",ヤヨウ
I2286,5,【マンゾウ】は盗を誨え、冶容は淫を誨う,慢蔵,,"👉まんぞうはとうをおしえ、やようはいんをおしう。
倉庫の戸締まりをおろそかにすることは人に盗んでくれというようなものであり、女がなまめかしく化粧するのは人に淫らな心を起こさせるようそそのかしているようなものだ。〈故事俗信ことわざ大辞典〉
＊『易経-繫辞･上』",マンゾウ
I2287,5,【チョウシボウ】の夜の聞き,暢師坊,,"👉ちょうしぼうのよるのきき。
谷川の瀬音を夜の静けさの中で聞くこと。〈故事俗信ことわざ大辞典〉
★「暢師坊」は、白居易の詩に見える香山寺の長老文暢(ﾌﾞﾝﾁｮｳ)の宿坊。
＊『東関紀行-車返より湯本』",チョウシボウ
I2288,5,【クンシンサシ】の薬,君臣佐使,,"👉くんしんさしのくすり。
昔、使い方から薬を類別した名称。薬効のゆるやかな「君」を主薬とし、「臣佐使」の三つを病状に応じて用いる補助薬とする。〈故事俗信ことわざ大辞典〉
＊『夢渓筆談-薬議』",クンシンサシ
